inbound_date,supplier_id,delivery_note_id,product_id,received_qty,rejected_qty,inbound_status,rejected_reason,unloading_started_time,unloading_completed_time,inbound_putaway_completed_time
2023-01-02,SUP057,216478,567263,2065,0,Accepted,,12:02:00,14:51:00,15:22:00
2023-02-07,SUP038,246273,186200,2247,0,Accepted,,13:04:00,14:31:00,15:12:00
2024-11-21,SUP047,753842,379309,700,0,Accepted,,14:51:00,17:07:00,17:19:00
2023-05-02,SUP019,739502,103523,1608,0,Accepted,,09:34:00,10:51:00,11:29:00
2024-07-03,SUP070,649364,976864,191,0,Accepted,,10:17:00,12:49:00,13:28:00
2022-06-21,SUP083,398613,586820,1207,0,Accepted,,12:51:00,13:57:00,14:13:00
2024-01-23,SUP052,571393,870859,143,0,Accepted,,09:00:00,10:15:00,10:33:00
2024-02-06,SUP092,707403,737329,1621,0,Accepted,,10:08:00,11:52:00,12:32:00
2023-04-27,SUP002,751857,797620,1216,0,Accepted,,09:42:00,11:17:00,12:00:00
2024-05-09,SUP056,439815,123419,609,0,Accepted,,13:07:00,16:04:00,16:18:00
2022-08-05,SUP031,703958,694395,126,0,Accepted,,13:38:00,16:11:00,16:47:00
2023-02-02,SUP045,851484,472627,1490,0,Accepted,,10:07:00,12:33:00,12:51:00
2024-11-16,SUP064,610770,393948,2393,0,Accepted,,11:04:00,13:01:00,13:44:00
2023-08-26,SUP072,800831,483381,911,0,Accepted,,09:27:00,10:54:00,11:34:00
2023-05-09,SUP038,609945,630992,1320,0,Accepted,,14:35:00,16:46:00,17:06:00
2022-10-31,SUP087,409339,917415,1019,0,Accepted,,09:33:00,10:44:00,10:54:00
2024-01-03,SUP098,994084,220084,926,0,Accepted,,11:57:00,14:12:00,14:25:00
2024-02-08,SUP046,562302,680105,2365,0,Accepted,,10:07:00,11:41:00,12:00:00
2024-05-24,SUP032,942713,806367,1159,0,Accepted,,10:43:00,11:50:00,12:28:00
2024-08-02,SUP067,597240,634921,621,10,On-hold,Quality Issue,09:36:00,11:34:00,11:44:00
2022-09-11,SUP027,315345,202739,1243,0,Accepted,,09:13:00,11:39:00,12:21:00
2023-03-21,SUP025,792826,510342,880,23,Rejected,Quality Issue,11:10:00,13:53:00,14:20:00
2023-10-23,SUP001,716993,961663,1156,0,Accepted,,10:55:00,12:48:00,13:05:00
2023-10-04,SUP035,437788,536143,338,0,Accepted,,09:09:00,11:55:00,12:22:00
2023-09-29,SUP021,552724,492320,152,0,Accepted,,09:52:00,11:42:00,12:16:00
2022-01-21,SUP092,223733,147007,1579,0,Accepted,,10:31:00,11:45:00,12:22:00
2022-06-22,SUP025,317949,263922,732,0,Accepted,,14:03:00,16:44:00,17:06:00
2022-07-11,SUP074,643892,144178,1415,0,Accepted,,10:15:00,11:22:00,11:43:00
2023-09-14,SUP015,791108,720239,278,0,Accepted,,09:26:00,12:21:00,12:37:00
2023-03-01,SUP075,104675,312234,1926,0,Accepted,,13:26:00,14:43:00,15:25:00
2022-12-08,SUP039,672884,737107,2248,0,Accepted,,11:24:00,13:36:00,14:14:00
2024-02-07,SUP051,472932,268791,1898,57,Rejected,Regulatory issue,10:05:00,11:12:00,11:37:00
2022-01-06,SUP094,559525,811385,285,0,Accepted,,14:26:00,16:56:00,17:22:00
2022-03-28,SUP020,663460,480345,1693,43,Rejected,Regulatory issue,10:32:00,12:25:00,13:08:00
2024-02-16,SUP021,826030,357024,1796,0,Accepted,,12:01:00,13:15:00,13:28:00
2024-12-16,SUP081,384933,112302,1055,0,Accepted,,12:46:00,14:51:00,15:36:00
2024-06-05,SUP053,767573,884960,525,0,Accepted,,09:06:00,11:47:00,12:01:00
2022-07-31,SUP066,129615,504971,767,33,Rejected,Quality Issue,11:26:00,13:40:00,14:22:00
2023-08-07,SUP052,926453,435709,247,0,Accepted,,10:14:00,11:30:00,11:41:00
2024-05-24,SUP023,697650,746562,1505,0,Accepted,,10:05:00,12:28:00,13:03:00
2024-11-30,SUP011,673471,575031,1401,40,Rejected,Regulatory issue,12:46:00,14:20:00,14:51:00
2024-03-06,SUP014,652486,584918,2465,0,Accepted,,13:07:00,15:58:00,16:23:00
2022-08-09,SUP064,692013,268274,1634,0,Accepted,,14:51:00,16:33:00,17:08:00
2023-04-05,SUP014,640036,703168,476,0,Accepted,,12:15:00,13:33:00,13:50:00
2024-07-31,SUP033,796994,312701,1896,0,Accepted,,14:29:00,16:07:00,16:33:00
2023-03-28,SUP055,302907,880654,297,0,Accepted,,12:44:00,14:55:00,15:20:00
2023-11-14,SUP082,520927,808848,835,0,Accepted,,11:00:00,12:17:00,12:27:00
2024-03-22,SUP013,251789,757204,1951,0,Accepted,,13:31:00,16:21:00,17:05:00
2024-11-13,SUP010,267967,233069,1008,0,Accepted,,13:48:00,16:31:00,16:44:00
2024-03-06,SUP024,225275,874508,1425,61,Rejected,Regulatory issue,09:48:00,11:15:00,11:25:00
2022-10-17,SUP093,632699,882386,1911,0,Accepted,,10:33:00,12:36:00,12:55:00
2022-10-03,SUP092,432735,770370,1510,0,Accepted,,09:59:00,11:57:00,12:08:00
2023-01-24,SUP081,676838,576932,1211,0,Accepted,,12:56:00,14:12:00,14:39:00
2024-06-14,SUP038,252166,757386,663,0,Accepted,,10:16:00,12:03:00,12:41:00
2024-09-09,SUP058,173413,448995,879,0,Accepted,,09:25:00,11:31:00,11:58:00
2024-06-26,SUP090,902296,295711,1925,0,Accepted,,10:14:00,11:52:00,12:02:00
2024-11-21,SUP044,552929,620011,1070,0,Accepted,,13:57:00,15:35:00,16:07:00
2023-03-27,SUP009,940586,283085,959,0,Accepted,,12:47:00,15:36:00,15:47:00
2023-06-28,SUP057,616161,174257,2382,0,Accepted,,09:33:00,12:29:00,12:45:00
2023-03-24,SUP007,327718,137662,1383,0,Accepted,,12:38:00,13:53:00,14:03:00
2023-03-11,SUP070,868365,495972,990,0,Accepted,,14:33:00,15:45:00,16:23:00
2023-04-06,SUP002,807814,328867,2399,0,Accepted,,09:27:00,10:49:00,11:27:00
2024-12-19,SUP027,220022,398671,611,0,Accepted,,10:55:00,12:55:00,13:24:00
2023-12-12,SUP033,387320,811271,480,0,Accepted,,09:15:00,10:15:00,11:00:00
2024-12-07,SUP028,710400,380158,1326,0,Accepted,,11:32:00,13:53:00,14:18:00
2023-01-29,SUP023,562348,802044,1363,0,Accepted,,11:04:00,13:52:00,14:11:00
2023-09-04,SUP047,234473,393806,1914,63,Rejected,Regulatory issue,11:04:00,12:38:00,12:57:00
2024-03-30,SUP033,723910,399283,1798,0,Accepted,,12:15:00,14:26:00,15:05:00
2022-12-14,SUP058,251684,378154,2078,0,Accepted,,13:56:00,15:42:00,15:53:00
2024-03-11,SUP026,515796,807978,1338,54,Rejected,Regulatory issue,13:54:00,15:37:00,16:14:00
2024-11-15,SUP006,695532,980428,1600,0,Accepted,,10:06:00,12:21:00,13:05:00
2023-01-26,SUP036,981039,116248,443,0,Accepted,,12:58:00,14:57:00,15:21:00
2023-10-14,SUP092,843839,337705,1434,0,Accepted,,09:53:00,11:17:00,11:29:00
2024-02-20,SUP064,182243,490915,104,0,Accepted,,12:15:00,14:57:00,15:07:00
2023-05-19,SUP060,129615,504971,1246,0,Accepted,,13:19:00,15:19:00,15:44:00
2024-06-10,SUP005,247212,167212,942,0,Accepted,,09:47:00,11:22:00,12:07:00
2023-08-11,SUP034,741580,413053,1837,0,Accepted,,13:13:00,15:35:00,16:12:00
2024-11-17,SUP074,602058,167773,2003,0,Accepted,,10:41:00,12:44:00,12:54:00
2024-06-13,SUP096,474306,295634,1730,0,Accepted,,12:19:00,13:33:00,13:47:00
2023-11-23,SUP060,104784,963152,1208,0,Accepted,,10:52:00,12:24:00,12:50:00
2022-11-21,SUP013,723733,603096,131,0,Accepted,,14:25:00,16:01:00,16:37:00
2022-06-29,SUP030,357410,465746,534,0,Accepted,,13:09:00,15:17:00,15:59:00
2024-12-08,SUP075,608761,177366,1004,0,Accepted,,12:44:00,14:02:00,14:37:00
2023-10-04,SUP087,722652,833412,1455,0,Accepted,,14:22:00,15:50:00,16:35:00
2023-01-27,SUP048,681443,664308,1255,0,Accepted,,13:12:00,15:58:00,16:16:00
2024-07-17,SUP089,695766,939733,845,20,Rejected,Regulatory issue,11:12:00,13:16:00,13:54:00
2024-10-26,SUP082,545964,209334,2488,0,Accepted,,10:39:00,12:49:00,13:07:00
2024-02-27,SUP095,672884,737107,1396,0,Accepted,,10:05:00,11:43:00,12:04:00
2024-09-22,SUP046,406692,508755,245,0,Accepted,,13:33:00,15:16:00,15:43:00
2023-01-09,SUP074,395909,760151,2393,13,Rejected,Quality Issue,13:52:00,15:18:00,15:29:00
2022-02-17,SUP088,647991,241688,808,0,Accepted,,14:38:00,17:38:00,18:21:00
2022-02-01,SUP002,610300,154183,623,0,Accepted,,12:41:00,14:42:00,14:53:00
2023-10-12,SUP066,959235,204945,1416,0,Accepted,,10:41:00,13:36:00,13:53:00
2024-08-01,SUP039,877939,940002,587,16,Rejected,Quality Issue,09:37:00,10:58:00,11:29:00
2023-06-12,SUP050,114762,453351,489,0,Accepted,,10:24:00,12:28:00,13:05:00
2024-09-01,SUP035,727209,885471,2211,0,Accepted,,14:38:00,15:43:00,16:03:00
2022-07-19,SUP026,413649,342022,1689,0,Accepted,,09:06:00,10:30:00,11:00:00
2022-09-12,SUP014,520927,808848,2200,0,Accepted,,11:37:00,13:10:00,13:50:00
2022-08-20,SUP048,701608,209915,227,0,Accepted,,11:23:00,13:36:00,14:10:00
2024-01-20,SUP026,326904,802813,951,0,Accepted,,12:07:00,13:15:00,13:58:00
2024-05-31,SUP003,278588,342028,2018,0,Accepted,,09:43:00,11:29:00,12:10:00
2023-05-20,SUP061,225750,753811,1654,0,Accepted,,13:26:00,15:32:00,15:53:00
2022-09-20,SUP029,672982,682838,1816,0,Accepted,,09:20:00,10:39:00,10:52:00
2023-05-19,SUP012,652845,397179,1180,0,Accepted,,14:32:00,16:17:00,16:30:00
2022-01-14,SUP034,340359,317344,2318,0,Accepted,,10:13:00,12:19:00,13:04:00
2024-09-14,SUP090,880042,869908,1734,0,Accepted,,09:54:00,11:43:00,12:05:00
2022-05-12,SUP007,947199,931062,1905,0,Accepted,,11:42:00,13:56:00,14:30:00
2023-08-24,SUP072,981039,116248,1115,0,Accepted,,14:06:00,16:21:00,17:01:00
2023-10-28,SUP009,229831,592706,1534,0,Accepted,,13:27:00,15:57:00,16:11:00
2023-09-20,SUP023,264976,409626,1499,49,Rejected,Quality Issue,09:13:00,12:12:00,12:45:00
2024-12-21,SUP072,657162,885847,2441,0,Accepted,,11:34:00,13:22:00,13:47:00
2024-02-19,SUP087,325877,806847,1913,0,Accepted,,13:06:00,16:01:00,16:36:00
2023-07-19,SUP068,120106,649807,1061,0,Accepted,,12:32:00,15:20:00,15:57:00
2023-05-22,SUP068,606551,136260,1973,0,Accepted,,14:13:00,16:32:00,17:13:00
2024-09-07,SUP044,390237,533717,529,0,Accepted,,09:30:00,12:15:00,12:44:00
2023-12-30,SUP047,657826,546568,2278,0,Accepted,,10:59:00,12:35:00,13:14:00
2022-05-06,SUP051,696879,670424,1608,0,Accepted,,11:39:00,13:43:00,14:19:00
2022-04-06,SUP052,357410,465746,216,0,Accepted,,12:52:00,15:00:00,15:31:00
2022-10-21,SUP098,649300,979300,137,0,Accepted,,09:09:00,11:09:00,11:38:00
2024-08-30,SUP046,337307,437170,1961,0,Accepted,,09:56:00,12:25:00,12:57:00
2022-12-08,SUP054,772465,142044,729,0,Accepted,,12:39:00,15:04:00,15:35:00
2023-10-03,SUP000,139281,984115,962,0,Accepted,,11:45:00,14:07:00,14:20:00
2023-04-23,SUP011,697782,862405,779,0,Accepted,,13:45:00,15:16:00,16:00:00
2022-01-30,SUP009,515106,975738,2203,0,Accepted,,14:49:00,17:38:00,17:54:00
2023-08-31,SUP050,246273,186200,2316,0,Accepted,,12:33:00,15:31:00,16:05:00
2023-02-17,SUP061,703764,737717,295,0,Accepted,,12:36:00,15:23:00,16:01:00
2024-04-29,SUP099,173435,667444,2179,0,Accepted,,09:59:00,11:26:00,12:11:00
2023-03-12,SUP016,759922,582530,783,0,Accepted,,12:22:00,14:37:00,15:18:00
2023-12-11,SUP022,590816,530904,779,0,Accepted,,09:07:00,11:15:00,11:53:00
2023-01-15,SUP025,760237,254537,497,0,Accepted,,14:51:00,16:21:00,16:39:00
2022-01-04,SUP098,384933,112302,1646,0,Accepted,,10:27:00,12:24:00,12:39:00
2022-11-04,SUP060,578759,422773,2430,0,Accepted,,12:15:00,13:32:00,13:51:00
2024-08-24,SUP023,232483,634010,303,0,Accepted,,14:51:00,17:10:00,17:54:00
2023-05-08,SUP020,193920,770551,847,0,Accepted,,09:49:00,10:51:00,11:09:00
2023-09-07,SUP035,214672,504555,2068,0,Accepted,,09:34:00,11:53:00,12:23:00
2023-12-02,SUP059,429406,579866,1211,0,Accepted,,12:46:00,15:20:00,15:38:00
2022-10-22,SUP074,359905,403034,1602,0,Accepted,,10:43:00,12:23:00,12:37:00
2023-02-21,SUP033,522510,603537,1300,9,On-hold,Quality Issue,11:31:00,12:55:00,13:26:00
2024-12-06,SUP068,369212,839977,995,0,Accepted,,13:53:00,16:42:00,16:54:00
2022-05-16,SUP033,834349,650911,2303,0,Accepted,,10:58:00,12:06:00,12:51:00
2023-01-05,SUP040,356203,767135,944,0,Accepted,,13:31:00,15:54:00,16:06:00
2024-06-15,SUP044,440830,954429,1220,0,Accepted,,10:10:00,12:35:00,13:01:00
2023-07-06,SUP094,453905,784423,2042,0,Accepted,,13:51:00,15:30:00,15:43:00
2022-09-23,SUP038,337307,437170,938,0,Accepted,,09:14:00,11:32:00,12:15:00
2022-04-16,SUP019,352443,218792,312,0,Accepted,,10:00:00,11:33:00,11:49:00
2023-10-19,SUP052,747198,674170,280,0,Accepted,,12:53:00,14:18:00,14:37:00
2022-09-16,SUP036,851749,470894,946,0,Accepted,,12:11:00,14:30:00,15:01:00
2022-03-28,SUP099,749848,351753,1451,0,Accepted,,11:10:00,13:06:00,13:17:00
2022-12-25,SUP069,218907,164756,1234,0,Accepted,,12:43:00,15:24:00,15:39:00
2023-02-03,SUP009,351483,741030,232,0,Accepted,,14:19:00,15:26:00,15:39:00
2024-10-25,SUP007,349393,234747,484,0,Accepted,,13:31:00,16:01:00,16:18:00
2023-10-04,SUP071,668994,726426,229,5,Rejected,Regulatory issue,12:53:00,14:05:00,14:34:00
2022-01-23,SUP093,139281,984115,2279,0,Accepted,,13:03:00,14:27:00,15:09:00
2024-12-29,SUP084,352445,562012,1960,0,Accepted,,11:23:00,14:23:00,14:52:00
2024-03-03,SUP005,464239,830849,2411,0,Accepted,,11:04:00,13:27:00,13:57:00
2023-09-20,SUP042,696182,163400,483,0,Accepted,,09:15:00,12:03:00,12:44:00
2023-11-30,SUP061,610300,154183,1032,0,Accepted,,10:32:00,13:25:00,14:05:00
2023-11-30,SUP047,647982,709214,1099,0,Accepted,,10:53:00,13:05:00,13:17:00
2023-02-22,SUP057,145948,586027,1199,0,Accepted,,14:54:00,16:38:00,17:01:00
2022-11-11,SUP024,361823,121512,1049,0,Accepted,,13:46:00,16:34:00,16:48:00
2024-09-20,SUP011,994084,220084,1703,0,Accepted,,11:22:00,14:03:00,14:48:00
2023-12-20,SUP017,689626,448084,1280,0,Accepted,,10:27:00,11:30:00,12:07:00
2024-10-04,SUP073,318398,229367,1180,0,Accepted,,10:12:00,12:33:00,13:10:00
2022-09-22,SUP004,214672,504555,2415,0,Accepted,,11:52:00,13:34:00,14:17:00
2023-10-26,SUP029,251789,757204,2077,0,Accepted,,12:12:00,13:36:00,13:51:00
2024-05-08,SUP042,590231,840938,2223,0,Accepted,,12:15:00,13:42:00,14:25:00
2023-11-01,SUP042,178814,288308,1370,0,Accepted,,11:56:00,14:33:00,14:56:00
2024-03-28,SUP025,238068,220011,1692,0,Accepted,,14:19:00,16:29:00,16:46:00
2024-03-31,SUP017,952033,200959,731,0,Accepted,,10:33:00,12:43:00,13:19:00
2022-04-08,SUP069,196414,467936,354,0,Accepted,,13:09:00,15:45:00,16:12:00
2023-05-13,SUP059,416742,969709,2363,0,Accepted,,10:13:00,11:34:00,12:16:00
2024-09-10,SUP087,123830,231289,1108,0,Accepted,,14:15:00,17:04:00,17:32:00
2022-08-10,SUP045,336449,685191,1956,0,Accepted,,10:40:00,11:58:00,12:22:00
2024-04-20,SUP072,391920,431346,608,0,Accepted,,13:40:00,16:28:00,16:45:00
2024-02-16,SUP012,841634,108716,2130,0,Accepted,,13:52:00,15:44:00,16:23:00
2022-05-06,SUP042,517701,955995,1666,76,Rejected,Regulatory issue,11:24:00,13:39:00,14:24:00
2023-10-03,SUP003,272915,285661,2213,0,Accepted,,12:23:00,14:01:00,14:13:00
2022-02-02,SUP075,636359,155894,1254,0,Accepted,,11:07:00,13:03:00,13:32:00
2023-11-02,SUP056,745838,403058,2483,0,Accepted,,14:22:00,16:58:00,17:30:00
2024-12-28,SUP089,268503,829034,1688,0,Accepted,,13:42:00,16:40:00,17:05:00
2024-11-10,SUP035,904668,656716,185,0,Accepted,,11:57:00,13:28:00,13:45:00
2024-04-02,SUP044,191666,866844,1845,0,Accepted,,09:31:00,12:27:00,12:51:00
2022-09-04,SUP063,390950,463376,182,0,Accepted,,11:05:00,12:38:00,12:50:00
2022-04-18,SUP024,187696,793417,957,0,Accepted,,13:16:00,14:35:00,15:03:00
2023-11-01,SUP036,695532,980428,219,0,Accepted,,11:37:00,14:06:00,14:18:00
2024-10-29,SUP026,745838,403058,1511,0,Accepted,,11:51:00,14:37:00,14:54:00
2024-11-27,SUP031,217830,563206,408,0,Accepted,,13:10:00,15:00:00,15:30:00
2023-05-02,SUP028,414552,250464,633,0,Accepted,,12:07:00,13:58:00,14:17:00
2024-02-21,SUP018,326049,882571,551,0,Accepted,,14:45:00,16:02:00,16:28:00
2024-06-05,SUP006,472932,268791,1324,0,Accepted,,13:21:00,16:18:00,16:31:00
2022-06-25,SUP033,610770,393948,1428,0,Accepted,,12:57:00,15:57:00,16:22:00
2022-05-05,SUP036,405294,190312,2027,0,Accepted,,13:25:00,14:49:00,15:27:00
2024-02-27,SUP034,517701,955995,109,0,Rejected,Quality Issue,13:39:00,15:43:00,15:59:00
2022-08-12,SUP029,560126,636168,1007,0,Accepted,,12:12:00,15:12:00,15:37:00
2024-04-18,SUP080,194424,234328,2490,0,Accepted,,13:58:00,16:09:00,16:38:00
2023-03-27,SUP009,183560,989199,1650,0,Accepted,,12:20:00,14:22:00,14:49:00
2023-07-14,SUP052,317807,658341,485,0,Accepted,,13:40:00,16:27:00,16:41:00
2022-04-15,SUP070,574010,564312,2077,0,Accepted,,10:20:00,12:24:00,12:51:00
2024-09-27,SUP022,481166,313325,1753,0,Accepted,,13:19:00,16:08:00,16:37:00
2023-06-22,SUP089,724610,737504,1189,42,Rejected,Regulatory issue,09:00:00,10:59:00,11:12:00
2022-09-17,SUP045,409339,917415,2482,0,Accepted,,14:57:00,17:05:00,17:36:00
2022-11-26,SUP084,304616,468179,1474,0,Accepted,,13:52:00,15:51:00,16:13:00
2023-12-22,SUP022,151507,190134,425,0,Accepted,,10:45:00,12:53:00,13:03:00
2023-01-21,SUP095,535472,548275,481,0,Accepted,,09:57:00,12:19:00,12:45:00
2023-04-14,SUP005,107682,925587,1073,0,Accepted,,09:30:00,10:49:00,11:06:00
2022-12-22,SUP081,370435,543372,2015,0,Accepted,,11:45:00,14:06:00,14:23:00
2022-02-28,SUP064,225750,753811,1223,0,Accepted,,09:48:00,11:31:00,11:41:00
2024-12-28,SUP088,885332,454234,1143,0,Accepted,,12:39:00,14:57:00,15:12:00
2024-07-15,SUP007,391688,957379,1543,0,Accepted,,14:37:00,17:08:00,17:22:00
2023-09-18,SUP035,769999,819930,1795,0,Accepted,,11:52:00,14:32:00,14:48:00
2022-02-12,SUP045,720061,807634,2055,0,Accepted,,10:27:00,12:17:00,13:02:00
2023-09-22,SUP043,461566,943956,1066,0,Accepted,,12:14:00,13:31:00,14:01:00
2024-03-04,SUP094,354502,800393,1443,0,Accepted,,12:37:00,13:47:00,14:32:00
2023-11-06,SUP065,480389,360235,340,0,Accepted,,10:01:00,12:52:00,13:30:00
2024-02-13,SUP073,884720,472716,2285,0,Accepted,,14:10:00,15:48:00,16:11:00
2023-01-25,SUP093,319274,903363,1266,0,Accepted,,12:28:00,13:52:00,14:28:00
2022-12-20,SUP023,706109,494215,969,0,Accepted,,14:39:00,17:21:00,17:53:00
2023-06-27,SUP084,739502,103523,1621,25,Rejected,Quality Issue,12:45:00,14:03:00,14:33:00
2022-10-30,SUP029,433298,225504,833,0,Accepted,,14:17:00,15:20:00,15:34:00
2024-10-04,SUP034,590231,840938,2394,0,Accepted,,10:29:00,13:20:00,13:48:00
2024-05-06,SUP021,893646,832819,191,0,Accepted,,12:19:00,13:58:00,14:37:00
2023-04-21,SUP024,670776,216629,1132,0,Accepted,,12:29:00,14:12:00,14:45:00
2022-10-17,SUP096,248021,810607,2325,0,Accepted,,14:21:00,17:21:00,17:38:00
2022-05-09,SUP097,145948,586027,2200,0,Accepted,,12:39:00,15:19:00,16:03:00
2023-09-10,SUP089,807814,328867,2351,0,Accepted,,14:29:00,16:48:00,17:29:00
2023-11-19,SUP057,361259,123992,2062,0,Accepted,,10:10:00,11:50:00,12:08:00
2024-05-20,SUP060,963861,900838,463,0,Accepted,,14:36:00,16:35:00,16:45:00
2023-05-11,SUP066,544980,586634,1904,0,Accepted,,10:23:00,12:33:00,12:54:00
2023-11-27,SUP052,829497,987028,1672,0,Accepted,,12:13:00,13:28:00,13:49:00
2024-11-08,SUP033,416116,277336,582,0,Accepted,,14:06:00,15:52:00,16:12:00
2023-01-10,SUP020,687436,875411,600,0,Accepted,,11:57:00,12:57:00,13:13:00
2023-04-11,SUP077,882842,573881,1244,21,Rejected,Regulatory issue,13:49:00,15:43:00,16:24:00
2022-10-23,SUP080,460280,921117,2279,0,Accepted,,14:09:00,16:42:00,17:01:00
2022-05-03,SUP070,326904,802813,1597,0,Accepted,,09:24:00,10:55:00,11:30:00
2022-11-21,SUP083,460375,255596,190,0,Accepted,,13:09:00,14:46:00,15:27:00
2022-01-18,SUP083,907051,762474,688,0,Accepted,,13:02:00,15:49:00,16:27:00
2024-08-20,SUP082,676838,576932,406,0,Accepted,,12:08:00,14:47:00,15:26:00
2024-01-02,SUP094,703423,782568,149,0,Accepted,,11:29:00,13:56:00,14:39:00
2023-12-10,SUP028,338152,421354,1250,0,Accepted,,09:09:00,10:45:00,11:23:00
2023-10-15,SUP090,831985,247186,1152,0,Accepted,,10:52:00,12:18:00,12:51:00
2024-06-25,SUP052,220495,185133,2035,0,Accepted,,14:42:00,16:52:00,17:28:00
2022-11-09,SUP006,665975,563616,2349,0,Accepted,,11:13:00,12:29:00,12:55:00
2024-06-23,SUP092,322169,318200,1225,0,Accepted,,12:37:00,14:30:00,14:43:00
2023-05-01,SUP001,703958,694395,772,0,Accepted,,10:56:00,13:38:00,13:55:00
2022-05-25,SUP088,933243,923895,742,0,Accepted,,11:35:00,14:27:00,15:10:00
2024-04-15,SUP087,664463,939609,1318,0,Accepted,,09:22:00,11:53:00,12:15:00
2023-11-07,SUP072,710400,380158,150,0,Accepted,,11:27:00,13:20:00,13:53:00
2023-03-11,SUP011,926453,435709,1331,0,Accepted,,14:35:00,16:31:00,16:44:00
2022-10-20,SUP048,481166,313325,539,0,Accepted,,14:56:00,16:17:00,16:29:00
2023-10-02,SUP085,738070,981926,2076,0,Accepted,,13:30:00,15:20:00,15:42:00
2024-02-05,SUP015,729542,542632,852,0,Accepted,,10:55:00,13:41:00,13:59:00
2023-05-20,SUP038,913637,173215,1042,0,Accepted,,12:26:00,14:17:00,14:48:00
2024-10-03,SUP038,455340,269863,919,0,Accepted,,12:23:00,13:46:00,14:03:00
2022-05-30,SUP067,599235,585925,2420,0,Accepted,,11:44:00,13:13:00,13:27:00
2024-10-15,SUP030,568165,545852,1345,0,Accepted,,13:23:00,14:45:00,15:21:00
2024-09-01,SUP082,544980,586634,1597,0,Accepted,,11:57:00,12:57:00,13:36:00
2024-02-19,SUP071,252000,111708,680,23,Rejected,Quality Issue,14:26:00,16:23:00,16:57:00
2022-12-18,SUP001,970216,165567,2132,0,Accepted,,14:01:00,15:22:00,15:55:00
2023-08-17,SUP084,194424,234328,1001,0,Accepted,,12:04:00,14:28:00,14:41:00
2024-10-15,SUP058,800428,984936,1914,0,Accepted,,13:48:00,16:10:00,16:32:00
2023-09-27,SUP079,279778,350897,2423,0,Accepted,,14:51:00,17:04:00,17:26:00
2023-03-04,SUP080,241384,145826,742,0,Accepted,,10:03:00,12:52:00,13:06:00
2022-03-11,SUP049,693772,574628,1544,72,Rejected,Regulatory issue,12:58:00,14:08:00,14:24:00
2024-10-26,SUP051,970892,465996,726,0,Accepted,,13:37:00,15:15:00,15:57:00
2024-09-12,SUP007,432448,786735,1701,0,Accepted,,12:21:00,13:31:00,13:58:00
2024-09-05,SUP060,424330,353555,2415,0,Accepted,,11:07:00,12:59:00,13:12:00
2022-05-28,SUP086,511263,583015,2008,0,Accepted,,13:25:00,16:14:00,16:59:00
2022-01-10,SUP057,895947,215336,1882,1,Rejected,Regulatory issue,13:22:00,16:13:00,16:54:00
2023-09-06,SUP030,908085,864680,1505,0,Accepted,,09:56:00,12:33:00,12:46:00
2023-10-06,SUP007,762195,282771,2325,0,Accepted,,10:25:00,12:45:00,13:19:00
2023-06-16,SUP079,211773,572080,1031,0,Accepted,,14:03:00,16:36:00,16:52:00
2024-10-29,SUP090,744444,512005,665,0,Accepted,,13:53:00,15:44:00,16:14:00
2023-06-06,SUP070,339336,862288,2258,0,Accepted,,09:40:00,11:49:00,12:12:00
2024-04-14,SUP088,733908,922686,804,0,Accepted,,11:28:00,13:19:00,13:51:00
2022-08-10,SUP011,182922,931448,1550,0,Accepted,,12:49:00,14:08:00,14:42:00
2023-12-03,SUP013,518894,195420,992,0,Accepted,,14:46:00,16:53:00,17:20:00
2023-07-25,SUP029,678871,771562,1838,0,Accepted,,13:26:00,15:16:00,15:56:00
2023-01-15,SUP002,194424,234328,396,0,Accepted,,12:09:00,14:27:00,15:04:00
2022-10-07,SUP014,396977,629289,253,0,Accepted,,11:54:00,13:23:00,13:54:00
2023-06-10,SUP017,571135,211512,312,0,Accepted,,13:55:00,15:45:00,16:06:00
2024-11-18,SUP047,196875,534059,139,0,Accepted,,14:58:00,17:20:00,17:45:00
2023-09-10,SUP027,393679,416170,1649,0,Accepted,,13:59:00,15:24:00,15:57:00
2024-08-14,SUP079,544980,586634,1337,0,Accepted,,10:29:00,12:55:00,13:16:00
2023-09-03,SUP016,696879,670424,2081,0,Accepted,,11:10:00,12:46:00,13:07:00
2023-02-21,SUP066,251789,757204,957,0,Accepted,,13:44:00,15:49:00,16:01:00
2022-06-11,SUP069,971603,401985,2463,0,Accepted,,13:38:00,15:48:00,16:10:00
2024-01-09,SUP080,391635,400921,1730,25,Rejected,Quality Issue,14:35:00,15:42:00,15:59:00
2024-04-06,SUP086,981039,116248,2373,0,Accepted,,09:12:00,10:38:00,11:09:00
2024-12-06,SUP045,265478,154597,1137,0,Accepted,,14:09:00,15:10:00,15:42:00
2023-07-22,SUP078,752004,641570,1379,0,Accepted,,11:07:00,12:37:00,13:01:00
2022-08-03,SUP053,835304,969349,1753,0,Accepted,,11:42:00,13:04:00,13:25:00
2024-05-28,SUP088,150380,282826,1780,0,Accepted,,13:19:00,15:00:00,15:10:00
2023-12-07,SUP018,115462,167042,2406,0,Accepted,,11:24:00,14:01:00,14:41:00
2023-12-08,SUP067,432448,786735,1740,0,Accepted,,11:28:00,12:32:00,12:43:00
2023-05-03,SUP000,978371,672033,1929,0,Accepted,,12:32:00,15:18:00,16:01:00
