monitoring_date,location_code,inspection_time,temperature
2022-09-19,Outbound Bay,09.00PM,8
2023-01-23,A01 Room,12.00AM,-17
2023-01-23,A01 Room,03.00AM,-17
2023-01-23,A01 Room,06.00AM,-20
2023-01-23,A01 Room,09.00AM,-21
2023-01-23,A01 Room,12.00PM,-15
2023-01-23,A01 Room,03.00PM,-20
2023-01-23,A01 Room,06.00PM,-19
2023-01-23,A01 Room,09.00PM,-16
2023-01-23,B01 Room,12.00AM,-21
2023-01-23,B01 Room,03.00AM,-19
2023-01-23,B01 Room,06.00AM,-21
2023-01-23,B01 Room,09.00AM,-15
2023-01-23,B01 Room,12.00PM,-16
2023-01-23,B01 Room,03.00PM,-20
2023-01-23,B01 Room,06.00PM,-20
2023-01-23,B01 Room,09.00PM,-17
2023-01-23,C01 Room,12.00AM,-21
2023-01-23,C01 Room,03.00AM,-17
2023-01-23,C01 Room,06.00AM,-21
2023-01-23,C01 Room,09.00AM,-18
2023-01-23,C01 Room,12.00PM,-20
2023-01-23,C01 Room,03.00PM,-19
2023-01-23,C01 Room,06.00PM,-19
2023-01-23,C01 Room,09.00PM,-17
2023-01-23,D01 Room,12.00AM,-17
2023-01-23,D01 Room,03.00AM,-17
2023-01-23,D01 Room,06.00AM,-15
2023-01-23,D01 Room,09.00AM,-20
2023-01-23,D01 Room,12.00PM,-15
2023-01-23,D01 Room,03.00PM,-19
2023-01-23,D01 Room,06.00PM,-17
2023-01-23,D01 Room,09.00PM,-18
2023-01-23,Inbound Bay,12.00AM,10
2023-01-23,Inbound Bay,03.00AM,7
2023-01-23,Inbound Bay,06.00AM,12
2023-01-23,Inbound Bay,09.00AM,10
2023-01-23,Inbound Bay,12.00PM,9
2023-01-23,Inbound Bay,03.00PM,13
2023-01-23,Inbound Bay,06.00PM,10
2023-01-23,Inbound Bay,09.00PM,10
2023-01-23,Outbound Bay,12.00AM,13
2023-01-23,Outbound Bay,03.00AM,7
2023-01-23,Outbound Bay,06.00AM,8
2023-01-23,Outbound Bay,09.00AM,10
2023-01-23,Outbound Bay,12.00PM,11
2023-01-23,Outbound Bay,03.00PM,10
2023-01-23,Outbound Bay,06.00PM,8
2023-01-23,Outbound Bay,09.00PM,10
2023-12-03,A01 Room,12.00AM,-16
2023-12-03,A01 Room,03.00AM,-15
2023-12-03,A01 Room,06.00AM,-15
2023-12-03,A01 Room,09.00AM,-15
2023-12-03,A01 Room,12.00PM,-21
2023-12-03,A01 Room,03.00PM,-16
2023-12-03,A01 Room,06.00PM,-19
2023-12-03,A01 Room,09.00PM,-19
2023-12-03,B01 Room,12.00AM,-20
2023-12-03,B01 Room,03.00AM,-17
2023-12-03,B01 Room,06.00AM,-20
2023-12-03,B01 Room,09.00AM,-20
2023-12-03,B01 Room,12.00PM,-18
2023-12-03,B01 Room,03.00PM,-15
2023-12-03,B01 Room,06.00PM,-21
2023-12-03,B01 Room,09.00PM,-15
2023-12-03,C01 Room,12.00AM,-18
2023-12-03,C01 Room,03.00AM,-21
2023-12-03,C01 Room,06.00AM,-17
2023-12-03,C01 Room,09.00AM,-15
2023-12-03,C01 Room,12.00PM,-17
2023-12-03,C01 Room,03.00PM,-17
2023-12-03,C01 Room,06.00PM,-19
2023-12-03,C01 Room,09.00PM,-17
2023-12-03,D01 Room,12.00AM,-16
2023-12-03,D01 Room,03.00AM,-15
2023-12-03,D01 Room,06.00AM,-20
2023-12-03,D01 Room,09.00AM,-21
2023-12-03,D01 Room,12.00PM,-19
2023-12-03,D01 Room,03.00PM,-15
2023-12-03,D01 Room,06.00PM,-17
2023-12-03,D01 Room,09.00PM,-19
2023-12-03,Inbound Bay,12.00AM,12
2023-12-03,Inbound Bay,03.00AM,13
2023-12-03,Inbound Bay,06.00AM,8
2023-12-03,Inbound Bay,09.00AM,11
2023-12-03,Inbound Bay,12.00PM,10
2023-12-03,Inbound Bay,03.00PM,12
2023-12-03,Inbound Bay,06.00PM,10
2023-12-03,Inbound Bay,09.00PM,7
2023-12-03,Outbound Bay,12.00AM,9
2023-12-03,Outbound Bay,03.00AM,11
2023-12-03,Outbound Bay,06.00AM,12
2023-12-03,Outbound Bay,09.00AM,11
2023-12-03,Outbound Bay,12.00PM,11
2023-12-03,Outbound Bay,03.00PM,7
2023-12-03,Outbound Bay,06.00PM,11
2023-12-03,Outbound Bay,09.00PM,7
2024-03-23,A01 Room,12.00AM,-15
2024-03-23,A01 Room,03.00AM,-21
2024-03-23,A01 Room,06.00AM,-21
2024-03-23,A01 Room,09.00AM,-20
2024-03-23,A01 Room,12.00PM,-16
2024-03-23,A01 Room,03.00PM,-16
2024-03-23,A01 Room,06.00PM,-16
2024-03-23,A01 Room,09.00PM,-18
2024-03-23,B01 Room,12.00AM,-17
2024-03-23,B01 Room,03.00AM,-20
2024-03-23,B01 Room,06.00AM,-16
2024-03-23,B01 Room,09.00AM,-21
2024-03-23,B01 Room,12.00PM,-20
2024-03-23,B01 Room,03.00PM,-16
2024-03-23,B01 Room,06.00PM,-17
2024-03-23,B01 Room,09.00PM,-17
2024-03-23,C01 Room,12.00AM,-16
2024-03-23,C01 Room,03.00AM,-18
2024-03-23,C01 Room,06.00AM,-16
2024-03-23,C01 Room,09.00AM,-15
2024-03-23,C01 Room,12.00PM,-18
2024-03-23,C01 Room,03.00PM,-18
2024-03-23,C01 Room,06.00PM,-18
2024-03-23,C01 Room,09.00PM,-20
2024-03-23,D01 Room,12.00AM,-21
2024-03-23,D01 Room,03.00AM,-18
2024-03-23,D01 Room,06.00AM,-18
2024-03-23,D01 Room,09.00AM,-17
2024-03-23,D01 Room,12.00PM,-18
2024-03-23,D01 Room,03.00PM,-19
2024-03-23,D01 Room,06.00PM,-20
2024-03-23,D01 Room,09.00PM,-15
2024-03-23,Inbound Bay,12.00AM,13
2024-03-23,Inbound Bay,03.00AM,8
2024-03-23,Inbound Bay,06.00AM,9
2024-03-23,Inbound Bay,09.00AM,10
2024-03-23,Inbound Bay,12.00PM,7
2024-03-23,Inbound Bay,03.00PM,7
2024-03-23,Inbound Bay,06.00PM,12
2024-03-23,Inbound Bay,09.00PM,8
2024-03-23,Outbound Bay,12.00AM,9
2024-03-23,Outbound Bay,03.00AM,7
2024-03-23,Outbound Bay,06.00AM,7
2024-03-23,Outbound Bay,09.00AM,9
2024-03-23,Outbound Bay,12.00PM,9
2024-03-23,Outbound Bay,03.00PM,12
2024-03-23,Outbound Bay,06.00PM,9
2024-03-23,Outbound Bay,09.00PM,8
2023-04-15,A01 Room,12.00AM,-16
2023-04-15,A01 Room,03.00AM,-15
2023-04-15,A01 Room,06.00AM,-16
2023-04-15,A01 Room,09.00AM,-15
2023-04-15,A01 Room,12.00PM,-19
2023-04-15,A01 Room,03.00PM,-15
2023-04-15,A01 Room,06.00PM,-20
2023-04-15,A01 Room,09.00PM,-15
2023-04-15,B01 Room,12.00AM,-21
2023-04-15,B01 Room,03.00AM,-21
2023-04-15,B01 Room,06.00AM,-19
2023-04-15,B01 Room,09.00AM,-20
2023-04-15,B01 Room,12.00PM,-18
2023-04-15,B01 Room,03.00PM,-17
2023-04-15,B01 Room,06.00PM,-17
2023-04-15,B01 Room,09.00PM,-19
2023-04-15,C01 Room,12.00AM,-20
2023-04-15,C01 Room,03.00AM,-21
2023-04-15,C01 Room,06.00AM,-17
2023-04-15,C01 Room,09.00AM,-16
2023-04-15,C01 Room,12.00PM,-17
2023-04-15,C01 Room,03.00PM,-16
2023-04-15,C01 Room,06.00PM,-16
2023-04-15,C01 Room,09.00PM,-15
2023-04-15,D01 Room,12.00AM,-21
2023-04-15,D01 Room,03.00AM,-18
2023-04-15,D01 Room,06.00AM,-20
2023-04-15,D01 Room,09.00AM,-17
2023-04-15,D01 Room,12.00PM,-15
2023-04-15,D01 Room,03.00PM,-20
2023-04-15,D01 Room,06.00PM,-16
2023-04-15,D01 Room,09.00PM,-17
2023-04-15,Inbound Bay,12.00AM,11
2023-04-15,Inbound Bay,03.00AM,10
2023-04-15,Inbound Bay,06.00AM,7
2023-04-15,Inbound Bay,09.00AM,12
2023-04-15,Inbound Bay,12.00PM,10
2023-04-15,Inbound Bay,03.00PM,9
2023-04-15,Inbound Bay,06.00PM,9
2023-04-15,Inbound Bay,09.00PM,10
2023-04-15,Outbound Bay,12.00AM,7
2023-04-15,Outbound Bay,03.00AM,9
2023-04-15,Outbound Bay,06.00AM,9
2023-04-15,Outbound Bay,09.00AM,9
2023-04-15,Outbound Bay,12.00PM,10
2023-04-15,Outbound Bay,03.00PM,12
2023-04-15,Outbound Bay,06.00PM,13
2023-04-15,Outbound Bay,09.00PM,13
2022-07-31,A01 Room,12.00AM,-20
2022-07-31,A01 Room,03.00AM,-20
2022-07-31,A01 Room,06.00AM,-20
2022-07-31,A01 Room,09.00AM,-16
2022-07-31,A01 Room,12.00PM,-17
2022-07-31,A01 Room,03.00PM,-20
2022-07-31,A01 Room,06.00PM,-21
2022-07-31,A01 Room,09.00PM,-19
2022-07-31,B01 Room,12.00AM,-18
2022-07-31,B01 Room,03.00AM,-15
2022-07-31,B01 Room,06.00AM,-20
2022-07-31,B01 Room,09.00AM,-18
2022-07-31,B01 Room,12.00PM,-19
2022-07-31,B01 Room,03.00PM,-16
2022-07-31,B01 Room,06.00PM,-16
2022-07-31,B01 Room,09.00PM,-21
2022-07-31,C01 Room,12.00AM,-18
2022-07-31,C01 Room,03.00AM,-20
2022-07-31,C01 Room,06.00AM,-20
2022-07-31,C01 Room,09.00AM,-15
2022-07-31,C01 Room,12.00PM,-17
2022-07-31,C01 Room,03.00PM,-17
2022-07-31,C01 Room,06.00PM,-17
2022-07-31,C01 Room,09.00PM,-17
2022-07-31,D01 Room,12.00AM,-17
2022-07-31,D01 Room,03.00AM,-15
2022-07-31,D01 Room,06.00AM,-15
2022-07-31,D01 Room,09.00AM,-15
2022-07-31,D01 Room,12.00PM,-18
2022-07-31,D01 Room,03.00PM,-15
2022-07-31,D01 Room,06.00PM,-16
2022-07-31,D01 Room,09.00PM,-19
2022-07-31,Inbound Bay,12.00AM,8
2022-07-31,Inbound Bay,03.00AM,9
2022-07-31,Inbound Bay,06.00AM,11
2022-07-31,Inbound Bay,09.00AM,8
2022-07-31,Inbound Bay,12.00PM,7
2022-07-31,Inbound Bay,03.00PM,9
2022-07-31,Inbound Bay,06.00PM,13
2022-07-31,Inbound Bay,09.00PM,8
2022-07-31,Outbound Bay,12.00AM,12
2022-07-31,Outbound Bay,03.00AM,9
2022-07-31,Outbound Bay,06.00AM,8
2022-07-31,Outbound Bay,09.00AM,7
2022-07-31,Outbound Bay,12.00PM,11
2022-07-31,Outbound Bay,03.00PM,9
2022-07-31,Outbound Bay,06.00PM,13
2022-07-31,Outbound Bay,09.00PM,11
2022-01-05,A01 Room,12.00AM,-16
2022-01-05,A01 Room,03.00AM,-19
2022-01-05,A01 Room,06.00AM,-16
2022-01-05,A01 Room,09.00AM,-21
2022-01-05,A01 Room,12.00PM,-16
2022-01-05,A01 Room,03.00PM,-18
2022-01-05,A01 Room,06.00PM,-21
2022-01-05,A01 Room,09.00PM,-19
2022-01-05,B01 Room,12.00AM,-16
2022-01-05,B01 Room,03.00AM,-19
2022-01-05,B01 Room,06.00AM,-18
2022-01-05,B01 Room,09.00AM,-17
2022-01-05,B01 Room,12.00PM,-17
2022-01-05,B01 Room,03.00PM,-17
2022-01-05,B01 Room,06.00PM,-15
2022-01-05,B01 Room,09.00PM,-15
2022-01-05,C01 Room,12.00AM,-17
2022-01-05,C01 Room,03.00AM,-19
2022-01-05,C01 Room,06.00AM,-18
2022-01-05,C01 Room,09.00AM,-19
2022-01-05,C01 Room,12.00PM,-15
2022-01-05,C01 Room,03.00PM,-16
2022-01-05,C01 Room,06.00PM,-16
2022-01-05,C01 Room,09.00PM,-18
2022-01-05,D01 Room,12.00AM,-15
2022-01-05,D01 Room,03.00AM,-21
2022-01-05,D01 Room,06.00AM,-17
2022-01-05,D01 Room,09.00AM,-17
2022-01-05,D01 Room,12.00PM,-15
2022-01-05,D01 Room,03.00PM,-15
2022-01-05,D01 Room,06.00PM,-17
2022-01-05,D01 Room,09.00PM,-19
2022-01-05,Inbound Bay,12.00AM,10
2022-01-05,Inbound Bay,03.00AM,13
2022-01-05,Inbound Bay,06.00AM,8
2022-01-05,Inbound Bay,09.00AM,10
2022-01-05,Inbound Bay,12.00PM,8
2022-01-05,Inbound Bay,03.00PM,12
2022-01-05,Inbound Bay,06.00PM,11
2022-01-05,Inbound Bay,09.00PM,8
2022-01-05,Outbound Bay,12.00AM,10
2022-01-05,Outbound Bay,03.00AM,11
2022-01-05,Outbound Bay,06.00AM,7
2022-01-05,Outbound Bay,09.00AM,9
2022-01-05,Outbound Bay,12.00PM,8
2022-01-05,Outbound Bay,03.00PM,7
2022-01-05,Outbound Bay,06.00PM,8
2022-01-05,Outbound Bay,09.00PM,11
2024-07-06,A01 Room,12.00AM,-18
2024-07-06,A01 Room,03.00AM,-16
2024-07-06,A01 Room,06.00AM,-17
2024-07-06,A01 Room,09.00AM,-20
2024-07-06,A01 Room,12.00PM,-19
2024-07-06,A01 Room,03.00PM,-21
2024-07-06,A01 Room,06.00PM,-16
2024-07-06,A01 Room,09.00PM,-17
2024-07-06,B01 Room,12.00AM,-18
2024-07-06,B01 Room,03.00AM,-21
2024-07-06,B01 Room,06.00AM,-16
2024-07-06,B01 Room,09.00AM,-21
2024-07-06,B01 Room,12.00PM,-20
2024-07-06,B01 Room,03.00PM,-19
2024-07-06,B01 Room,06.00PM,-18
2024-07-06,B01 Room,09.00PM,-21
2024-07-06,C01 Room,12.00AM,-20
2024-07-06,C01 Room,03.00AM,-15
2024-07-06,C01 Room,06.00AM,-15
2024-07-06,C01 Room,09.00AM,-17
2024-07-06,C01 Room,12.00PM,-20
2024-07-06,C01 Room,03.00PM,-17
2024-07-06,C01 Room,06.00PM,-18
2024-07-06,C01 Room,09.00PM,-16
2024-07-06,D01 Room,12.00AM,-21
2024-07-06,D01 Room,03.00AM,-17
2024-07-06,D01 Room,06.00AM,-16
2024-07-06,D01 Room,09.00AM,-17
2024-07-06,D01 Room,12.00PM,-21
2024-07-06,D01 Room,03.00PM,-16
2024-07-06,D01 Room,06.00PM,-19
2024-07-06,D01 Room,09.00PM,-21
2024-07-06,Inbound Bay,12.00AM,13
2024-07-06,Inbound Bay,03.00AM,10
2024-07-06,Inbound Bay,06.00AM,10
2024-07-06,Inbound Bay,09.00AM,11
2024-07-06,Inbound Bay,12.00PM,7
2024-07-06,Inbound Bay,03.00PM,12
2024-07-06,Inbound Bay,06.00PM,13
2024-07-06,Inbound Bay,09.00PM,7
2024-07-06,Outbound Bay,12.00AM,10
2024-07-06,Outbound Bay,03.00AM,9
2024-07-06,Outbound Bay,06.00AM,12
2024-07-06,Outbound Bay,09.00AM,10
2024-07-06,Outbound Bay,12.00PM,13
2024-07-06,Outbound Bay,03.00PM,10
2024-07-06,Outbound Bay,06.00PM,10
2024-07-06,Outbound Bay,09.00PM,10
2024-05-31,A01 Room,12.00AM,-17
2024-05-31,A01 Room,03.00AM,-17
2024-05-31,A01 Room,06.00AM,-19
2024-05-31,A01 Room,09.00AM,-17
2024-05-31,A01 Room,12.00PM,-15
2024-05-31,A01 Room,03.00PM,-20
2024-05-31,A01 Room,06.00PM,-19
2024-05-31,A01 Room,09.00PM,-21
2024-05-31,B01 Room,12.00AM,-18
2024-05-31,B01 Room,03.00AM,-19
2024-05-31,B01 Room,06.00AM,-17
2024-05-31,B01 Room,09.00AM,-16
2024-05-31,B01 Room,12.00PM,-15
2024-05-31,B01 Room,03.00PM,-17
2024-05-31,B01 Room,06.00PM,-17
2024-05-31,B01 Room,09.00PM,-17
2024-05-31,C01 Room,12.00AM,-16
2024-05-31,C01 Room,03.00AM,-17
2024-05-31,C01 Room,06.00AM,-21
2024-05-31,C01 Room,09.00AM,-15
2024-05-31,C01 Room,12.00PM,-15
2024-05-31,C01 Room,03.00PM,-21
2024-05-31,C01 Room,06.00PM,-17
2024-05-31,C01 Room,09.00PM,-16
2024-05-31,D01 Room,12.00AM,-20
2024-05-31,D01 Room,03.00AM,-16
2024-05-31,D01 Room,06.00AM,-15
2024-05-31,D01 Room,09.00AM,-18
2024-05-31,D01 Room,12.00PM,-19
2024-05-31,D01 Room,03.00PM,-15
2024-05-31,D01 Room,06.00PM,-19
2024-05-31,D01 Room,09.00PM,-20
2024-05-31,Inbound Bay,12.00AM,12
2024-05-31,Inbound Bay,03.00AM,8
2024-05-31,Inbound Bay,06.00AM,11
2024-05-31,Inbound Bay,09.00AM,13
2024-05-31,Inbound Bay,12.00PM,9
2024-05-31,Inbound Bay,03.00PM,8
2024-05-31,Inbound Bay,06.00PM,12
2024-05-31,Inbound Bay,09.00PM,11
2024-05-31,Outbound Bay,12.00AM,7
2024-05-31,Outbound Bay,03.00AM,13
2024-05-31,Outbound Bay,06.00AM,9
2024-05-31,Outbound Bay,09.00AM,9
2024-05-31,Outbound Bay,12.00PM,11
2024-05-31,Outbound Bay,03.00PM,10
2024-05-31,Outbound Bay,06.00PM,7
2024-05-31,Outbound Bay,09.00PM,13
2022-08-05,A01 Room,12.00AM,-15
2022-08-05,A01 Room,03.00AM,-15
2022-08-05,A01 Room,06.00AM,-18
2022-08-05,A01 Room,09.00AM,-19
2022-08-05,A01 Room,12.00PM,-21
2022-08-05,A01 Room,03.00PM,-18
2022-08-05,A01 Room,06.00PM,-17
2022-08-05,A01 Room,09.00PM,-21
2022-08-05,B01 Room,12.00AM,-21
2022-08-05,B01 Room,03.00AM,-15
2022-08-05,B01 Room,06.00AM,-18
2022-08-05,B01 Room,09.00AM,-15
2022-08-05,B01 Room,12.00PM,-15
2022-08-05,B01 Room,03.00PM,-17
2022-08-05,B01 Room,06.00PM,-20
2022-08-05,B01 Room,09.00PM,-17
2022-08-05,C01 Room,12.00AM,-21
2022-08-05,C01 Room,03.00AM,-17
2022-08-05,C01 Room,06.00AM,-16
2022-08-05,C01 Room,09.00AM,-17
2022-08-05,C01 Room,12.00PM,-21
2022-08-05,C01 Room,03.00PM,-17
2022-08-05,C01 Room,06.00PM,-16
2022-08-05,C01 Room,09.00PM,-19
2022-08-05,D01 Room,12.00AM,-16
2022-08-05,D01 Room,03.00AM,-15
2022-08-05,D01 Room,06.00AM,-21
2022-08-05,D01 Room,09.00AM,-21
2022-08-05,D01 Room,12.00PM,-19
2022-08-05,D01 Room,03.00PM,-15
2022-08-05,D01 Room,06.00PM,-19
2022-08-05,D01 Room,09.00PM,-18
2022-08-05,Inbound Bay,12.00AM,9
2022-08-05,Inbound Bay,03.00AM,13
2022-08-05,Inbound Bay,06.00AM,12
2022-08-05,Inbound Bay,09.00AM,11
2022-08-05,Inbound Bay,12.00PM,7
2022-08-05,Inbound Bay,03.00PM,9
2022-08-05,Inbound Bay,06.00PM,11
2022-08-05,Inbound Bay,09.00PM,11
2022-08-05,Outbound Bay,12.00AM,9
2022-08-05,Outbound Bay,03.00AM,12
2022-08-05,Outbound Bay,06.00AM,9
2022-08-05,Outbound Bay,09.00AM,13
2022-08-05,Outbound Bay,12.00PM,11
2022-08-05,Outbound Bay,03.00PM,11
2022-08-05,Outbound Bay,06.00PM,9
2022-08-05,Outbound Bay,09.00PM,9
2023-02-26,A01 Room,12.00AM,-20
2023-02-26,A01 Room,03.00AM,-21
2023-02-26,A01 Room,06.00AM,-21
2023-02-26,A01 Room,09.00AM,-15
2023-02-26,A01 Room,12.00PM,-15
2023-02-26,A01 Room,03.00PM,-15
2023-02-26,A01 Room,06.00PM,-15
2023-02-26,A01 Room,09.00PM,-18
2023-02-26,B01 Room,12.00AM,-20
2023-02-26,B01 Room,03.00AM,-15
2023-02-26,B01 Room,06.00AM,-21
2023-02-26,B01 Room,09.00AM,-16
2023-02-26,B01 Room,12.00PM,-21
2023-02-26,B01 Room,03.00PM,-15
2023-02-26,B01 Room,06.00PM,-20
2023-02-26,B01 Room,09.00PM,-21
2023-02-26,C01 Room,12.00AM,-21
2023-02-26,C01 Room,03.00AM,-20
2023-02-26,C01 Room,06.00AM,-21
2023-02-26,C01 Room,09.00AM,-21
2023-02-26,C01 Room,12.00PM,-21
2023-02-26,C01 Room,03.00PM,-15
2023-02-26,C01 Room,06.00PM,-15
2023-02-26,C01 Room,09.00PM,-17
2023-02-26,D01 Room,12.00AM,-20
2023-02-26,D01 Room,03.00AM,-15
2023-02-26,D01 Room,06.00AM,-18
2023-02-26,D01 Room,09.00AM,-20
2023-02-26,D01 Room,12.00PM,-18
2023-02-26,D01 Room,03.00PM,-16
2023-02-26,D01 Room,06.00PM,-20
2023-02-26,D01 Room,09.00PM,-19
2023-02-26,Inbound Bay,12.00AM,10
2023-02-26,Inbound Bay,03.00AM,7
2023-02-26,Inbound Bay,06.00AM,7
2023-02-26,Inbound Bay,09.00AM,11
2023-02-26,Inbound Bay,12.00PM,13
2023-02-26,Inbound Bay,03.00PM,10
2023-02-26,Inbound Bay,06.00PM,11
2023-02-26,Inbound Bay,09.00PM,9
2023-02-26,Outbound Bay,12.00AM,13
2023-02-26,Outbound Bay,03.00AM,8
2023-02-26,Outbound Bay,06.00AM,10
2023-02-26,Outbound Bay,09.00AM,10
2023-02-26,Outbound Bay,12.00PM,13
2023-02-26,Outbound Bay,03.00PM,13
2023-02-26,Outbound Bay,06.00PM,8
2023-02-26,Outbound Bay,09.00PM,10
2023-10-02,A01 Room,12.00AM,-21
2023-10-02,A01 Room,03.00AM,-21
2023-10-02,A01 Room,06.00AM,-18
2023-10-02,A01 Room,09.00AM,-16
2023-10-02,A01 Room,12.00PM,-17
2023-10-02,A01 Room,03.00PM,-15
2023-10-02,A01 Room,06.00PM,-21
2023-10-02,A01 Room,09.00PM,-15
2023-10-02,B01 Room,12.00AM,-20
2023-10-02,B01 Room,03.00AM,-15
2023-10-02,B01 Room,06.00AM,-19
2023-10-02,B01 Room,09.00AM,-15
2023-10-02,B01 Room,12.00PM,-17
2023-10-02,B01 Room,03.00PM,-15
2023-10-02,B01 Room,06.00PM,-18
2023-10-02,B01 Room,09.00PM,-17
2023-10-02,C01 Room,12.00AM,-16
2023-10-02,C01 Room,03.00AM,-18
2023-10-02,C01 Room,06.00AM,-19
2023-10-02,C01 Room,09.00AM,-15
2023-10-02,C01 Room,12.00PM,-15
2023-10-02,C01 Room,03.00PM,-17
2023-10-02,C01 Room,06.00PM,-18
2023-10-02,C01 Room,09.00PM,-15
2023-10-02,D01 Room,12.00AM,-16
2023-10-02,D01 Room,03.00AM,-17
2023-10-02,D01 Room,06.00AM,-19
2023-10-02,D01 Room,09.00AM,-16
2023-10-02,D01 Room,12.00PM,-15
2023-10-02,D01 Room,03.00PM,-19
2023-10-02,D01 Room,06.00PM,-16
2023-10-02,D01 Room,09.00PM,-21
2023-10-02,Inbound Bay,12.00AM,13
2023-10-02,Inbound Bay,03.00AM,9
2023-10-02,Inbound Bay,06.00AM,8
2023-10-02,Inbound Bay,09.00AM,9
2023-10-02,Inbound Bay,12.00PM,13
2023-10-02,Inbound Bay,03.00PM,8
2023-10-02,Inbound Bay,06.00PM,12
2023-10-02,Inbound Bay,09.00PM,12
2023-10-02,Outbound Bay,12.00AM,9
2023-10-02,Outbound Bay,03.00AM,11
2023-10-02,Outbound Bay,06.00AM,13
2023-10-02,Outbound Bay,09.00AM,12
2023-10-02,Outbound Bay,12.00PM,11
2023-10-02,Outbound Bay,03.00PM,8
2023-10-02,Outbound Bay,06.00PM,8
2023-10-02,Outbound Bay,09.00PM,11
2023-09-21,A01 Room,12.00AM,-21
2023-09-21,A01 Room,03.00AM,-16
2023-09-21,A01 Room,06.00AM,-20
2023-09-21,A01 Room,09.00AM,-19
2023-09-21,A01 Room,12.00PM,-15
2023-09-21,A01 Room,03.00PM,-16
2023-09-21,A01 Room,06.00PM,-20
2023-09-21,A01 Room,09.00PM,-21
2023-09-21,B01 Room,12.00AM,-17
2023-09-21,B01 Room,03.00AM,-16
2023-09-21,B01 Room,06.00AM,-21
2023-09-21,B01 Room,09.00AM,-16
2023-09-21,B01 Room,12.00PM,-18
2023-09-21,B01 Room,03.00PM,-20
2023-09-21,B01 Room,06.00PM,-16
2023-09-21,B01 Room,09.00PM,-17
2023-09-21,C01 Room,12.00AM,-16
2023-09-21,C01 Room,03.00AM,-20
2023-09-21,C01 Room,06.00AM,-16
2023-09-21,C01 Room,09.00AM,-16
2023-09-21,C01 Room,12.00PM,-20
2023-09-21,C01 Room,03.00PM,-21
2023-09-21,C01 Room,06.00PM,-19
2023-09-21,C01 Room,09.00PM,-17
2023-09-21,D01 Room,12.00AM,-20
2023-09-21,D01 Room,03.00AM,-17
2023-09-21,D01 Room,06.00AM,-20
2023-09-21,D01 Room,09.00AM,-17
2023-09-21,D01 Room,12.00PM,-18
2023-09-21,D01 Room,03.00PM,-18
2023-09-21,D01 Room,06.00PM,-17
2023-09-21,D01 Room,09.00PM,-19
2023-09-21,Inbound Bay,12.00AM,7
2023-09-21,Inbound Bay,03.00AM,12
2023-09-21,Inbound Bay,06.00AM,10
2023-09-21,Inbound Bay,09.00AM,8
2023-09-21,Inbound Bay,12.00PM,7
2023-09-21,Inbound Bay,03.00PM,12
2023-09-21,Inbound Bay,06.00PM,12
2023-09-21,Inbound Bay,09.00PM,9
2023-09-21,Outbound Bay,12.00AM,10
2023-09-21,Outbound Bay,03.00AM,8
2023-09-21,Outbound Bay,06.00AM,13
2023-09-21,Outbound Bay,09.00AM,12
2023-09-21,Outbound Bay,12.00PM,9
2023-09-21,Outbound Bay,03.00PM,7
2023-09-21,Outbound Bay,06.00PM,12
2023-09-21,Outbound Bay,09.00PM,12
2022-12-19,A01 Room,12.00AM,-20
2022-12-19,A01 Room,03.00AM,-19
2022-12-19,A01 Room,06.00AM,-20
2022-12-19,A01 Room,09.00AM,-16
2022-12-19,A01 Room,12.00PM,-19
2022-12-19,A01 Room,03.00PM,-15
2022-12-19,A01 Room,06.00PM,-20
2022-12-19,A01 Room,09.00PM,-18
2022-12-19,B01 Room,12.00AM,-21
2022-12-19,B01 Room,03.00AM,-16
2022-12-19,B01 Room,06.00AM,-19
2022-12-19,B01 Room,09.00AM,-17
2022-12-19,B01 Room,12.00PM,-20
2022-12-19,B01 Room,03.00PM,-20
2022-12-19,B01 Room,06.00PM,-17
2022-12-19,B01 Room,09.00PM,-15
2022-12-19,C01 Room,12.00AM,-21
2022-12-19,C01 Room,03.00AM,-20
2022-12-19,C01 Room,06.00AM,-16
2022-12-19,C01 Room,09.00AM,-19
2022-12-19,C01 Room,12.00PM,-16
2022-12-19,C01 Room,03.00PM,-18
2022-12-19,C01 Room,06.00PM,-20
2022-12-19,C01 Room,09.00PM,-20
2022-12-19,D01 Room,12.00AM,-16
2022-12-19,D01 Room,03.00AM,-19
2022-12-19,D01 Room,06.00AM,-17
2022-12-19,D01 Room,09.00AM,-16
2022-12-19,D01 Room,12.00PM,-19
2022-12-19,D01 Room,03.00PM,-19
2022-12-19,D01 Room,06.00PM,-15
2022-12-19,D01 Room,09.00PM,-15
2022-12-19,Inbound Bay,12.00AM,11
2022-12-19,Inbound Bay,03.00AM,11
2022-12-19,Inbound Bay,06.00AM,10
2022-12-19,Inbound Bay,09.00AM,9
2022-12-19,Inbound Bay,12.00PM,9
2022-12-19,Inbound Bay,03.00PM,9
2022-12-19,Inbound Bay,06.00PM,12
2022-12-19,Inbound Bay,09.00PM,10
2022-12-19,Outbound Bay,12.00AM,9
2022-12-19,Outbound Bay,03.00AM,8
2022-12-19,Outbound Bay,06.00AM,13
2022-12-19,Outbound Bay,09.00AM,9
2022-12-19,Outbound Bay,12.00PM,8
2022-12-19,Outbound Bay,03.00PM,7
2022-12-19,Outbound Bay,06.00PM,11
2022-12-19,Outbound Bay,09.00PM,11
