inspection_date,vehicle_no,good_truckbox,good_truckfloor,good_truckdoor,good_curtain,good_cooling_unit,pest_check,odor_check
2023-05-24,684492,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-05,271604,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-12-13,124266,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-09-28,965360,Yes,Yes,Yes,No,Yes,Yes,Yes
2024-12-14,730082,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-02-19,725173,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-12-12,927199,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-10-26,915260,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-08-10,417866,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-17,610841,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-24,104015,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-01-20,202921,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-08-03,725173,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-10-18,257344,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-12-12,852208,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-05-09,740803,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-10-11,969104,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-02-09,271604,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-08-06,133960,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-02-03,257344,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-04-08,747240,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-08-06,730082,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-10-11,834169,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-12-17,284331,Yes,Yes,Yes,Yes,No,Yes,Yes
2023-03-24,284331,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-12-30,376747,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-04-15,725173,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-14,376342,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-04-09,740803,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-04-30,491934,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-01-06,927199,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-25,459040,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-04-08,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-08-05,284331,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-08-21,965360,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-04-05,755796,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-08-11,755796,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-11-10,385905,No,Yes,Yes,Yes,Yes,Yes,Yes
2024-06-21,684492,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-10-31,834169,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-06-05,834169,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-01-24,147795,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-06-30,852208,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-06-10,842083,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-30,975958,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-08-03,969104,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-04,610841,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-01-03,284331,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-07-11,563945,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-05,417866,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-01-28,202921,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-07-22,761087,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-19,761087,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-07-28,755796,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-09-15,927199,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-11-20,376342,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-04-12,669128,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-09-21,684492,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-30,740803,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-23,852208,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-04-17,761087,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-04-20,639369,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-08-31,747240,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-02-08,761087,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-08-28,639369,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-07-18,271604,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-05-05,852208,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-09-14,852208,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-29,965360,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-07-21,833447,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-02-23,498289,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-01-30,915260,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-12-25,147795,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-15,376342,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-05-31,747240,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-10-22,852208,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-11-10,730082,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-06-21,257344,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-18,975958,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-07-11,459040,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-30,385905,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-05-01,257344,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-05-06,459040,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-07-17,639369,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-08-06,385905,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-12-17,104015,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-04-06,684492,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-02-09,417866,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-09-12,202921,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-05-11,969104,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-04-30,761087,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-20,498289,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-10-09,833447,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-09-09,833447,Yes,Yes,Yes,Yes,No,Yes,Yes
2022-03-04,833447,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-05-10,124266,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-15,257344,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-04-01,257344,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-06-02,271604,Yes,No,Yes,Yes,Yes,Yes,Yes
2022-01-20,257344,Yes,No,Yes,Yes,Yes,Yes,Yes
2022-07-31,969104,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-22,257344,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-10-04,679149,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-05-25,417866,Yes,No,Yes,Yes,Yes,Yes,Yes
2024-10-13,969104,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-07-22,730082,Yes,Yes,Yes,Yes,No,Yes,Yes
2024-08-12,257344,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-10-21,969104,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-02-13,610841,Yes,No,Yes,Yes,Yes,Yes,Yes
2022-11-09,833447,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-06-16,805995,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-11-07,202921,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-04-20,761087,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-28,669128,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-10-04,679149,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-04-18,679149,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-10-09,491934,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-04-18,740803,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-20,965360,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-11-21,755796,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-12-06,684492,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-06,833447,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-24,725173,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-04-18,376747,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-05-03,975958,Yes,Yes,Yes,Yes,No,Yes,Yes
2022-07-17,124266,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-04-17,969104,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-07-18,639369,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-10-10,417866,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-12-26,669128,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-04-09,639369,Yes,Yes,No,Yes,Yes,No,Yes
2022-07-20,202921,Yes,Yes,Yes,No,Yes,Yes,Yes
2023-08-13,376342,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-23,679149,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-11-29,459040,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-04-08,965360,No,Yes,Yes,Yes,Yes,Yes,Yes
2023-11-24,975958,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-02-02,725173,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-08-02,147795,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-12,975958,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-17,725173,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-24,927199,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-06-17,969104,Yes,No,Yes,Yes,Yes,Yes,Yes
2023-02-06,755796,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-06-13,747240,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-08-27,805995,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-01-27,147795,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-01-09,927199,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-12-13,669128,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-18,730082,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-10-23,376342,Yes,Yes,Yes,No,Yes,Yes,Yes
2022-03-05,684492,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-01-02,842083,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-02-01,730082,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-12-02,965360,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-07-27,669128,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-04-10,834169,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-07-16,133960,Yes,Yes,Yes,Yes,Yes,Yes,No
2024-06-14,927199,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-04-24,202921,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-06-05,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-23,202921,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-22,639369,No,Yes,Yes,Yes,Yes,Yes,Yes
2023-07-28,730082,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-02,147795,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-08-22,969104,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-08-25,730082,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-07-18,747240,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-04-25,385905,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-02-16,563945,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-19,271604,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-13,747240,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-05-16,124266,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-02-01,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-07-28,842083,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-19,271604,No,Yes,Yes,Yes,Yes,Yes,Yes
2024-08-31,491934,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-01-27,725173,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-05-18,927199,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-11-05,417866,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-05-29,202921,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-01-23,747240,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-09-15,755796,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-07-15,271604,Yes,Yes,Yes,Yes,No,Yes,Yes
2023-10-03,202921,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-12-30,965360,Yes,No,No,Yes,Yes,Yes,Yes
2024-01-18,833447,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-11-14,965360,Yes,Yes,Yes,Yes,No,Yes,Yes
2024-03-22,833447,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-09-22,915260,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-06-12,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-08-30,927199,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-02-03,639369,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-01-06,730082,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-12-30,761087,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-15,376342,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-05-21,761087,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-07-18,975958,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-02-22,376747,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-10-02,684492,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-10-31,927199,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-12-22,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-15,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-02-28,833447,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-07-06,833447,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-04-28,603843,Yes,Yes,Yes,Yes,Yes,Yes,No
2024-09-16,202921,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-06,740803,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-02-12,257344,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-11-17,730082,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-01,834169,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-06-27,684492,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-05-26,842083,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-05-24,927199,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-17,852208,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-07-25,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-11-12,610841,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-09-07,257344,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-11,915260,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-02-24,104015,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-06-19,133960,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-06-19,755796,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-12-06,385905,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-06-25,669128,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-01-25,740803,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-02-21,563945,Yes,Yes,Yes,Yes,Yes,No,Yes
2022-09-12,730082,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-05-07,257344,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-12-05,610841,Yes,Yes,Yes,No,Yes,Yes,Yes
2023-07-22,376342,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-12-15,603843,Yes,Yes,Yes,Yes,No,Yes,Yes
2022-10-30,417866,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-06-24,385905,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-06-05,927199,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-07-01,257344,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-03-26,975958,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-07-13,755796,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-06-10,498289,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-02-06,684492,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-08-13,761087,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-05-14,133960,Yes,Yes,Yes,Yes,Yes,No,Yes
2022-10-03,975958,Yes,Yes,Yes,Yes,Yes,Yes,No
2024-03-27,124266,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-06-15,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-06-04,385905,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-12-02,852208,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-02-16,376747,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-11-08,332153,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-08-26,965360,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-04-18,417866,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-06-17,271604,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-02-10,975958,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-03-11,761087,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-06-14,761087,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-24,684492,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-08-30,852208,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-04-16,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-09-06,610841,No,Yes,Yes,Yes,Yes,Yes,Yes
2023-09-13,747240,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-03-26,975958,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-11,147795,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-21,124266,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-20,833447,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-09-12,915260,Yes,Yes,No,Yes,Yes,Yes,Yes
2022-08-06,805995,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-10-27,852208,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-09-26,332153,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-10-26,271604,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-07-27,332153,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-09-30,104015,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-10-22,730082,Yes,No,Yes,Yes,Yes,Yes,Yes
2023-05-29,202921,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-10-15,332153,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-07-16,969104,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-10-12,491934,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-03,491934,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-04-24,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-07-06,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-12-11,755796,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-09-20,491934,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-12,376342,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-08-02,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-09-13,271604,Yes,Yes,Yes,Yes,Yes,Yes,No
2024-01-05,969104,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-07-06,376747,Yes,Yes,Yes,Yes,No,Yes,Yes
2024-01-08,975958,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-04-28,852208,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-07-14,684492,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-05,385905,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-06-11,669128,Yes,Yes,Yes,Yes,No,Yes,Yes
2022-09-28,376342,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-22,740803,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-07-18,639369,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-09-29,332153,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-11-08,376342,No,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-14,679149,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-13,385905,Yes,Yes,Yes,No,Yes,Yes,Yes
2023-02-04,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-05-25,842083,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-02-15,730082,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-01-26,257344,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-12-03,669128,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-11-18,124266,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-11-19,852208,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-12-20,805995,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-02-29,725173,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-12-10,563945,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-24,730082,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-05-15,834169,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-12-21,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-12-19,147795,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-02-20,965360,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-10-29,271604,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-10-02,385905,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-07-24,927199,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-03-18,459040,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-10-21,639369,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-06-11,679149,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-12-13,563945,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-11-03,417866,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-09-12,725173,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-10-13,271604,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-02-18,834169,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-04-05,603843,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-01-19,332153,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-12-14,385905,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-08-26,975958,Yes,Yes,Yes,Yes,Yes,No,Yes
2024-11-13,610841,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-06-17,679149,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-06-07,124266,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-06-15,563945,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-02-23,755796,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-05-01,271604,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-12-21,852208,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-08-04,725173,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-05-03,684492,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-06-04,969104,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-07-02,385905,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-05-01,965360,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-12-12,376342,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-03-02,610841,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-04-27,491934,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-09-05,793668,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-05-28,669128,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-05-24,852208,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-11-09,459040,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-12-12,747240,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-03-02,332153,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-06-23,376342,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-10-28,684492,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-08-05,755796,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-10-16,965360,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-10-04,376747,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-09-05,332153,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-03-30,610841,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-06-15,284331,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-11-18,498289,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-04-11,730082,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-11-19,133960,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-03-29,332153,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2023-10-22,133960,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-11-06,202921,Yes,Yes,Yes,Yes,Yes,Yes,No
2022-03-06,842083,Yes,Yes,Yes,Yes,Yes,Yes,No
2024-10-13,491934,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-04-17,669128,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-11-09,376747,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-02-06,833447,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2022-02-26,679149,Yes,Yes,Yes,Yes,Yes,Yes,Yes
