outbound_date,order_id,customer_id,product_id,ordered_qty,picked_qty,pick_sheet_issued_time,pick_completed_time,vehicle_no,loading_completed_time
2023-09-03,ORD15551,CUST051,885471,478,478,22:20:00,23:14:00,761087,23:35:00
2022-10-14,ORD15552,CUST061,219124,223,223,22:31:00,23:30:00,669128,23:53:00
2024-10-27,ORD15553,CUST096,469613,456,456,21:11:00,22:06:00,740803,22:33:00
2022-08-26,ORD15554,CUST043,770942,717,717,22:06:00,23:31:00,852208,23:54:00
2022-04-15,ORD15555,CUST084,993757,40,40,21:05:00,21:35:00,459040,21:58:00
2023-06-29,ORD15556,CUST090,830868,30,30,23:16:00,23:54:00,385905,00:30:00
2022-12-26,ORD15557,CUST076,819930,649,649,22:09:00,22:42:00,669128,23:11:00
2023-12-02,ORD15558,CUST097,659964,60,60,22:26:00,23:16:00,563945,23:41:00
2022-02-26,ORD15559,CUST072,380941,86,86,23:12:00,00:18:00,332153,00:58:00
2023-08-10,ORD15560,CUST094,695171,289,289,22:57:00,23:55:00,669128,00:15:00
2024-03-18,ORD15561,CUST061,791403,99,99,23:35:00,00:46:00,805995,01:18:00
2024-07-02,ORD15562,CUST066,317805,723,723,23:24:00,00:04:00,852208,00:33:00
2022-06-06,ORD15563,CUST000,713947,155,155,21:35:00,22:30:00,491934,22:59:00
2023-12-23,ORD15564,CUST031,194308,942,942,21:42:00,23:10:00,730082,23:47:00
2023-02-10,ORD15565,CUST058,266952,909,909,21:22:00,22:30:00,459040,23:05:00
2024-02-14,ORD15566,CUST049,703661,816,816,22:19:00,23:04:00,669128,23:40:00
2023-10-08,ORD15567,CUST076,885847,234,234,21:05:00,22:01:00,793668,22:28:00
2023-09-17,ORD15568,CUST010,308829,646,646,21:08:00,21:46:00,147795,22:23:00
2023-05-07,ORD15569,CUST075,763224,969,969,22:33:00,23:55:00,915260,00:22:00
2023-09-28,ORD15570,CUST001,895998,718,718,23:43:00,01:12:00,491934,01:43:00
2022-05-14,ORD15571,CUST082,797620,615,615,23:07:00,00:12:00,679149,00:35:00
2024-11-29,ORD15572,CUST027,328867,758,61,21:58:00,23:07:00,747240,23:47:00
2024-05-19,ORD15573,CUST013,321141,782,782,23:04:00,00:18:00,498289,00:55:00
2023-01-09,ORD15574,CUST022,190312,534,534,21:25:00,22:10:00,927199,22:30:00
2022-08-05,ORD15575,CUST085,938002,565,565,22:51:00,23:25:00,761087,23:59:00
2024-06-22,ORD15576,CUST094,142044,230,230,22:40:00,23:45:00,376747,00:15:00
2024-08-09,ORD15577,CUST095,539633,398,398,21:26:00,22:23:00,376747,22:45:00
2022-06-08,ORD15578,CUST060,694395,445,445,23:54:00,01:18:00,610841,01:46:00
2023-05-09,ORD15579,CUST032,891288,690,690,22:45:00,23:45:00,684492,00:21:00
2024-07-28,ORD15580,CUST079,720239,494,494,23:58:00,00:49:00,725173,01:28:00
2022-05-02,ORD15581,CUST014,737107,227,227,22:45:00,00:00:00,257344,00:26:00
2024-12-02,ORD15582,CUST087,342028,263,263,22:13:00,22:45:00,133960,23:13:00
2023-03-04,ORD15583,CUST067,934631,537,537,21:26:00,22:01:00,639369,22:31:00
2024-07-17,ORD15584,CUST082,352569,882,882,23:06:00,00:24:00,459040,00:55:00
2024-06-04,ORD15585,CUST005,822210,309,90,21:41:00,22:30:00,284331,23:09:00
2023-04-24,ORD15586,CUST070,388820,731,731,22:03:00,22:48:00,975958,23:17:00
2024-02-08,ORD15587,CUST016,168474,290,290,21:36:00,22:36:00,684492,23:05:00
2024-07-21,ORD15588,CUST050,619978,770,770,22:54:00,23:55:00,805995,00:27:00
2022-12-08,ORD15589,CUST044,365035,551,551,21:45:00,22:22:00,679149,22:59:00
2022-02-21,ORD15590,CUST040,463834,783,783,22:28:00,23:02:00,834169,23:36:00
2024-08-02,ORD15591,CUST062,659964,683,683,22:53:00,23:50:00,459040,00:19:00
2023-01-26,ORD15592,CUST000,299666,804,804,21:54:00,22:24:00,124266,22:54:00
2022-08-29,ORD15593,CUST023,970236,686,686,23:30:00,00:28:00,563945,00:57:00
2022-11-20,ORD15594,CUST081,311135,458,458,21:20:00,22:38:00,284331,23:18:00
2024-03-28,ORD15595,CUST016,277336,335,335,23:31:00,00:54:00,793668,01:14:00
2024-08-27,ORD15596,CUST021,551623,871,871,23:41:00,00:36:00,376747,00:59:00
2023-05-30,ORD15597,CUST057,737504,285,285,23:53:00,00:30:00,669128,00:55:00
2024-07-12,ORD15598,CUST045,504920,706,706,23:05:00,23:35:00,459040,00:10:00
2023-03-18,ORD15599,CUST086,781897,158,158,23:34:00,00:38:00,965360,01:08:00
2024-03-02,ORD15600,CUST006,799601,321,321,23:27:00,00:41:00,332153,01:21:00
2024-12-19,ORD15601,CUST020,770551,588,588,21:11:00,22:17:00,965360,22:57:00
2023-04-18,ORD15602,CUST004,220011,258,258,23:34:00,00:55:00,834169,01:33:00
2022-10-26,ORD15603,CUST019,487193,315,315,23:08:00,00:26:00,491934,00:49:00
2024-09-09,ORD15604,CUST095,708534,734,734,22:03:00,23:10:00,747240,23:44:00
2023-07-12,ORD15605,CUST023,167212,590,590,23:15:00,00:38:00,133960,01:01:00
2023-05-13,ORD15606,CUST088,924997,941,941,21:58:00,23:15:00,852208,23:43:00
2024-10-11,ORD15607,CUST035,393948,728,728,22:23:00,23:24:00,563945,23:44:00
2023-01-20,ORD15608,CUST055,634921,463,463,21:14:00,22:20:00,417866,22:58:00
2022-08-02,ORD15609,CUST077,297531,731,731,21:53:00,22:23:00,147795,22:55:00
2024-03-02,ORD15610,CUST092,454184,85,85,21:05:00,22:22:00,755796,22:56:00
2024-11-29,ORD15611,CUST021,840938,719,719,23:58:00,01:28:00,730082,02:07:00
2023-01-27,ORD15612,CUST081,679246,496,496,22:12:00,22:56:00,975958,23:28:00
2023-12-05,ORD15613,CUST018,218541,836,836,23:29:00,00:17:00,257344,00:50:00
2022-05-14,ORD15614,CUST097,529810,895,895,21:56:00,22:42:00,740803,23:10:00
2024-08-04,ORD15615,CUST094,903363,707,707,22:53:00,23:47:00,284331,00:16:00
2022-05-02,ORD15616,CUST021,142044,444,444,23:35:00,00:29:00,747240,01:02:00
2022-09-05,ORD15617,CUST048,203576,625,625,23:48:00,00:33:00,852208,01:06:00
2022-03-12,ORD15618,CUST050,882386,329,329,23:08:00,23:53:00,833447,00:17:00
2022-08-22,ORD15619,CUST079,767135,560,560,22:08:00,23:05:00,834169,23:42:00
2022-11-23,ORD15620,CUST039,367080,913,913,21:39:00,22:12:00,834169,22:41:00
2024-09-02,ORD15621,CUST078,772299,289,289,23:08:00,00:26:00,740803,00:50:00
2022-12-02,ORD15622,CUST080,773010,837,837,22:09:00,23:19:00,747240,23:39:00
2022-04-10,ORD15623,CUST022,662233,239,239,22:28:00,23:58:00,563945,00:33:00
2023-05-15,ORD15624,CUST074,220084,60,60,22:15:00,23:01:00,975958,23:39:00
2022-10-22,ORD15625,CUST013,395345,875,875,22:35:00,23:17:00,257344,23:40:00
2022-05-06,ORD15626,CUST013,839940,828,828,21:37:00,22:12:00,833447,22:52:00
2024-03-17,ORD15627,CUST039,592706,46,46,22:31:00,23:21:00,975958,00:00:00
2024-01-25,ORD15628,CUST043,211512,864,864,23:29:00,00:41:00,376747,01:18:00
2022-10-19,ORD15629,CUST015,683414,50,50,23:24:00,00:49:00,202921,01:11:00
2022-03-16,ORD15630,CUST067,938736,295,295,21:20:00,22:22:00,563945,22:44:00
2023-10-20,ORD15631,CUST030,753545,505,505,21:58:00,22:37:00,417866,23:14:00
2022-10-12,ORD15632,CUST094,475851,1000,1000,21:14:00,22:21:00,147795,22:49:00
2024-01-15,ORD15633,CUST084,332104,857,857,21:50:00,23:06:00,202921,23:37:00
2024-10-02,ORD15634,CUST077,288681,726,726,21:59:00,23:06:00,124266,23:46:00
2024-08-18,ORD15635,CUST056,830904,56,56,21:51:00,22:35:00,385905,23:12:00
2023-07-18,ORD15636,CUST026,780132,151,151,21:51:00,22:27:00,133960,22:47:00
2024-05-16,ORD15637,CUST025,596200,48,48,21:57:00,22:38:00,679149,23:04:00
2024-12-21,ORD15638,CUST018,891616,677,677,22:25:00,23:20:00,965360,23:41:00
2024-06-07,ORD15639,CUST020,311135,514,514,21:28:00,22:19:00,491934,22:51:00
2023-10-23,ORD15640,CUST052,295711,405,405,22:13:00,23:22:00,740803,23:53:00
2024-08-31,ORD15641,CUST027,204945,73,73,22:28:00,23:55:00,385905,00:21:00
2022-10-02,ORD15642,CUST088,497229,729,729,21:01:00,22:06:00,852208,22:43:00
2022-05-17,ORD15643,CUST029,154597,57,57,22:51:00,00:04:00,747240,00:37:00
2024-02-15,ORD15644,CUST021,388461,646,646,23:14:00,00:01:00,376747,00:39:00
2022-06-12,ORD15645,CUST008,550204,65,65,22:39:00,23:37:00,842083,00:05:00
2022-11-05,ORD15646,CUST036,205938,360,360,21:42:00,23:03:00,975958,23:29:00
2023-05-27,ORD15647,CUST019,456962,89,89,21:18:00,22:29:00,842083,23:02:00
2024-02-03,ORD15648,CUST023,367080,516,516,22:50:00,23:23:00,147795,23:59:00
2023-02-28,ORD15649,CUST003,869908,472,472,23:09:00,00:13:00,740803,00:48:00
2022-07-30,ORD15650,CUST043,536149,386,386,23:52:00,01:07:00,833447,01:34:00
2024-07-27,ORD15651,CUST040,767154,683,683,22:12:00,22:58:00,833447,23:32:00
2024-09-25,ORD15652,CUST027,251344,452,452,22:49:00,00:07:00,271604,00:38:00
2022-07-01,ORD15653,CUST053,250464,586,586,21:29:00,22:35:00,747240,23:13:00
2022-07-06,ORD15654,CUST082,761340,450,450,21:56:00,22:32:00,133960,22:56:00
2022-10-17,ORD15655,CUST026,948849,258,258,22:48:00,23:37:00,459040,00:04:00
2024-06-26,ORD15656,CUST052,604662,270,270,22:18:00,23:47:00,833447,00:15:00
2022-11-17,ORD15657,CUST081,140557,91,91,23:52:00,00:40:00,376747,01:05:00
2023-04-21,ORD15658,CUST042,530904,805,805,21:54:00,22:32:00,852208,23:01:00
2024-06-28,ORD15659,CUST052,466956,258,258,22:58:00,23:35:00,202921,00:12:00
2024-09-21,ORD15660,CUST081,765525,875,875,21:01:00,21:42:00,852208,22:22:00
2023-10-12,ORD15661,CUST075,704491,789,789,21:32:00,22:39:00,969104,23:05:00
2023-11-02,ORD15662,CUST091,939733,437,437,23:25:00,00:55:00,124266,01:21:00
2024-03-23,ORD15663,CUST022,140557,473,473,23:03:00,00:20:00,793668,00:58:00
2022-09-22,ORD15664,CUST003,220543,87,48,22:29:00,23:47:00,104015,00:22:00
2022-09-30,ORD15665,CUST038,325923,307,307,22:14:00,23:01:00,975958,23:38:00
2024-07-11,ORD15666,CUST088,672033,972,972,23:19:00,00:46:00,679149,01:19:00
2023-12-27,ORD15667,CUST091,540579,510,510,22:34:00,23:47:00,417866,00:24:00
2023-02-22,ORD15668,CUST065,105242,19,19,21:02:00,21:38:00,684492,22:18:00
2022-12-03,ORD15669,CUST012,452776,80,80,23:54:00,00:32:00,498289,01:02:00
2023-04-15,ORD15670,CUST004,703661,702,702,23:53:00,00:47:00,147795,01:26:00
2024-02-05,ORD15671,CUST068,211512,691,480,23:52:00,00:33:00,747240,01:13:00
2024-09-10,ORD15672,CUST059,282771,663,663,22:36:00,23:34:00,679149,00:07:00
2023-03-08,ORD15673,CUST099,468928,904,904,21:32:00,22:56:00,684492,23:30:00
2024-01-04,ORD15674,CUST077,624784,895,895,23:29:00,00:36:00,257344,01:12:00
2024-01-15,ORD15675,CUST031,781897,850,850,22:44:00,00:14:00,284331,00:54:00
2023-01-09,ORD15676,CUST083,629698,696,696,21:14:00,22:41:00,459040,23:05:00
2023-05-15,ORD15677,CUST088,799601,753,753,22:07:00,23:04:00,965360,23:25:00
2022-08-19,ORD15678,CUST061,390134,825,825,22:12:00,23:30:00,498289,23:59:00
2024-12-09,ORD15679,CUST045,709859,570,570,23:34:00,00:21:00,834169,00:53:00
2023-08-31,ORD15680,CUST000,675148,683,683,23:15:00,00:03:00,498289,00:37:00
2024-01-21,ORD15681,CUST048,480345,272,20,21:51:00,22:59:00,610841,23:22:00
2022-09-22,ORD15682,CUST093,536365,596,596,22:31:00,23:50:00,755796,00:14:00
2024-11-06,ORD15683,CUST060,353923,361,361,21:37:00,22:20:00,975958,22:43:00
2023-05-25,ORD15684,CUST022,733561,358,358,23:19:00,00:28:00,669128,00:57:00
2022-09-28,ORD15685,CUST086,261177,351,351,23:03:00,23:38:00,740803,00:12:00
2024-10-29,ORD15686,CUST008,961663,64,64,22:25:00,23:00:00,842083,23:23:00
2024-01-07,ORD15687,CUST078,957379,403,403,23:28:00,00:47:00,124266,01:15:00
2024-02-13,ORD15688,CUST038,938002,213,213,21:11:00,22:15:00,376342,22:51:00
2023-09-17,ORD15689,CUST062,806847,600,550,21:17:00,21:48:00,915260,22:11:00
2023-06-24,ORD15690,CUST034,537797,84,84,22:00:00,22:45:00,257344,23:20:00
2023-04-05,ORD15691,CUST052,778383,231,231,22:56:00,23:32:00,459040,00:05:00
2023-09-10,ORD15692,CUST057,299666,640,640,21:58:00,23:23:00,459040,23:50:00
2022-10-19,ORD15693,CUST084,334124,288,288,21:32:00,22:03:00,376342,22:27:00
2024-04-05,ORD15694,CUST093,849747,898,898,21:41:00,22:46:00,915260,23:15:00
2024-07-15,ORD15695,CUST098,305138,923,923,22:38:00,23:31:00,969104,00:10:00
2023-10-19,ORD15696,CUST022,924997,467,467,22:54:00,00:01:00,459040,00:29:00
2024-08-26,ORD15697,CUST019,592706,548,548,23:34:00,00:26:00,725173,01:02:00
2022-06-28,ORD15698,CUST053,147007,740,740,21:41:00,22:52:00,842083,23:16:00
2024-09-16,ORD15699,CUST033,234328,129,129,21:02:00,22:27:00,271604,23:00:00
2023-09-25,ORD15700,CUST063,108716,377,377,21:26:00,22:33:00,498289,23:00:00
2024-06-25,ORD15701,CUST080,567263,514,514,21:44:00,23:14:00,975958,23:43:00
2023-05-13,ORD15702,CUST043,195420,606,606,23:18:00,00:37:00,133960,01:14:00
2022-03-31,ORD15703,CUST024,468928,706,706,23:56:00,00:59:00,679149,01:22:00
2023-09-10,ORD15704,CUST044,378154,783,783,23:25:00,00:35:00,725173,01:06:00
2022-12-02,ORD15705,CUST074,534059,231,231,23:05:00,00:06:00,498289,00:32:00
2022-12-22,ORD15706,CUST068,333270,617,617,22:59:00,00:00:00,842083,00:27:00
2022-05-07,ORD15707,CUST048,288681,384,384,22:15:00,23:20:00,761087,23:45:00
2024-01-30,ORD15708,CUST095,413495,196,196,21:00:00,21:31:00,610841,22:11:00
2024-01-07,ORD15709,CUST079,433856,379,379,21:49:00,22:25:00,833447,22:53:00
2024-05-22,ORD15710,CUST054,687888,951,951,21:09:00,22:08:00,603843,22:28:00
2023-09-10,ORD15711,CUST031,463834,45,45,21:31:00,22:26:00,725173,22:53:00
2024-10-10,ORD15712,CUST040,202739,652,652,22:23:00,23:52:00,730082,00:18:00
2023-03-11,ORD15713,CUST029,250464,935,935,23:05:00,23:45:00,805995,00:18:00
2022-08-24,ORD15714,CUST063,328960,499,499,23:52:00,00:58:00,747240,01:37:00
2022-12-25,ORD15715,CUST041,881155,774,774,22:11:00,22:53:00,639369,23:31:00
2022-09-28,ORD15716,CUST080,205923,773,773,21:22:00,22:48:00,793668,23:25:00
2024-01-17,ORD15717,CUST067,422640,882,882,23:16:00,23:59:00,833447,00:29:00
2023-07-10,ORD15718,CUST061,922686,84,6,23:09:00,00:02:00,725173,00:34:00
2022-11-12,ORD15719,CUST009,586634,430,430,23:30:00,00:45:00,332153,01:24:00
2024-05-27,ORD15720,CUST044,504920,822,822,22:44:00,00:08:00,975958,00:48:00
2022-09-24,ORD15721,CUST081,308829,926,926,21:58:00,23:14:00,147795,23:47:00
2024-09-18,ORD15722,CUST077,251472,813,813,21:53:00,22:35:00,747240,23:12:00
2024-12-21,ORD15723,CUST082,418774,767,767,22:29:00,23:22:00,610841,23:52:00
2023-12-03,ORD15724,CUST084,357024,786,786,21:28:00,22:25:00,740803,23:01:00
2024-04-07,ORD15725,CUST008,852624,431,431,21:36:00,22:54:00,965360,23:20:00
2023-12-04,ORD15726,CUST093,934579,854,854,22:15:00,23:34:00,761087,00:03:00
2022-11-18,ORD15727,CUST045,423683,381,381,23:16:00,23:54:00,725173,00:30:00
2024-07-26,ORD15728,CUST086,110199,860,860,22:06:00,23:06:00,669128,23:46:00
2023-12-06,ORD15729,CUST072,161268,401,401,23:38:00,01:05:00,133960,01:39:00
2024-12-25,ORD15730,CUST038,214869,841,841,22:28:00,23:58:00,610841,00:22:00
2024-06-08,ORD15731,CUST010,262013,450,450,22:49:00,23:30:00,730082,00:06:00
2024-01-30,ORD15732,CUST045,918625,127,127,23:38:00,01:06:00,927199,01:38:00
2024-11-30,ORD15733,CUST019,828745,992,992,23:31:00,00:16:00,834169,00:46:00
2024-06-09,ORD15734,CUST083,776159,485,485,22:11:00,23:32:00,133960,00:07:00
2023-03-30,ORD15735,CUST021,987868,544,544,22:02:00,23:04:00,793668,23:24:00
2023-08-07,ORD15736,CUST097,569958,729,729,22:38:00,23:55:00,755796,00:32:00
2023-11-20,ORD15737,CUST030,738343,417,417,23:14:00,23:51:00,833447,00:26:00
2023-11-20,ORD15738,CUST084,478486,31,31,21:04:00,22:00:00,124266,22:32:00
2024-04-21,ORD15739,CUST095,420100,517,517,21:21:00,22:43:00,805995,23:16:00
2024-10-07,ORD15740,CUST040,469834,932,932,22:01:00,22:48:00,639369,23:21:00
2022-06-20,ORD15741,CUST080,649305,497,497,23:42:00,00:25:00,833447,00:56:00
2022-06-12,ORD15742,CUST035,709859,525,525,23:18:00,00:04:00,842083,00:31:00
2022-11-30,ORD15743,CUST091,536149,199,199,22:07:00,23:34:00,740803,23:59:00
2022-04-11,ORD15744,CUST026,107295,911,911,23:33:00,00:55:00,639369,01:20:00
2024-01-14,ORD15745,CUST047,308829,712,712,22:07:00,23:10:00,459040,23:30:00
2024-12-29,ORD15746,CUST061,226389,518,518,22:49:00,23:53:00,202921,00:15:00
2023-12-31,ORD15747,CUST076,116248,683,683,22:55:00,23:29:00,124266,23:50:00
2024-11-05,ORD15748,CUST030,576932,388,388,22:44:00,23:36:00,725173,00:00:00
2024-12-09,ORD15749,CUST002,428326,692,692,21:55:00,23:09:00,975958,23:44:00
2024-08-12,ORD15750,CUST061,918625,797,797,21:56:00,22:26:00,730082,22:57:00
2024-02-10,ORD15751,CUST094,824234,224,224,22:03:00,23:20:00,257344,23:43:00
2023-05-05,ORD15752,CUST089,433856,210,210,23:16:00,00:27:00,761087,00:58:00
2022-10-10,ORD15753,CUST016,115068,111,111,23:47:00,01:13:00,124266,01:43:00
2024-09-30,ORD15754,CUST046,887004,120,120,22:25:00,23:43:00,915260,00:12:00
2023-04-29,ORD15755,CUST066,996227,268,268,21:08:00,22:17:00,852208,22:48:00
2024-04-20,ORD15756,CUST056,488682,975,975,22:39:00,23:56:00,965360,00:34:00
2022-10-31,ORD15757,CUST089,568259,144,144,21:01:00,21:31:00,491934,22:10:00
2022-03-26,ORD15758,CUST085,273364,922,922,22:30:00,23:49:00,684492,00:15:00
2022-09-29,ORD15759,CUST035,272318,25,25,21:56:00,23:19:00,610841,23:51:00
2022-06-24,ORD15760,CUST060,224061,102,102,23:30:00,00:19:00,603843,00:54:00
2023-09-27,ORD15761,CUST076,397623,384,384,23:07:00,00:21:00,761087,00:55:00
2024-04-08,ORD15762,CUST095,963152,715,715,21:06:00,22:25:00,459040,22:45:00
2023-03-04,ORD15763,CUST090,935509,628,628,21:20:00,22:34:00,975958,22:56:00
2023-07-19,ORD15764,CUST074,368560,925,925,22:34:00,23:20:00,284331,23:44:00
2023-11-24,ORD15765,CUST002,582530,93,93,22:47:00,23:46:00,730082,00:23:00
2023-11-26,ORD15766,CUST000,328867,191,191,21:36:00,22:44:00,603843,23:20:00
2022-12-01,ORD15767,CUST092,557261,167,167,21:28:00,22:51:00,563945,23:15:00
2022-07-26,ORD15768,CUST055,155677,267,267,23:19:00,00:19:00,284331,00:41:00
2022-08-17,ORD15769,CUST091,877922,765,765,21:43:00,22:16:00,730082,22:54:00
2023-01-25,ORD15770,CUST095,802813,316,316,23:07:00,00:22:00,417866,00:50:00
2023-12-19,ORD15771,CUST024,130674,173,173,23:18:00,00:07:00,805995,00:37:00
2024-05-25,ORD15772,CUST086,682838,604,604,21:05:00,22:16:00,417866,22:56:00
2022-12-23,ORD15773,CUST033,537797,339,339,21:22:00,22:45:00,730082,23:24:00
2022-04-09,ORD15774,CUST034,738343,379,379,21:26:00,22:51:00,147795,23:18:00
2023-12-30,ORD15775,CUST026,875411,843,843,23:24:00,00:51:00,730082,01:25:00
2024-08-10,ORD15776,CUST081,295677,685,685,23:17:00,00:47:00,257344,01:09:00
2024-03-08,ORD15777,CUST014,261489,665,665,21:59:00,22:33:00,133960,23:07:00
2022-10-30,ORD15778,CUST056,699969,422,422,21:33:00,22:55:00,747240,23:22:00
2022-01-23,ORD15779,CUST034,980008,721,721,21:29:00,22:43:00,969104,23:19:00
2022-08-05,ORD15780,CUST055,519499,830,830,22:00:00,23:15:00,284331,23:49:00
2022-12-30,ORD15781,CUST042,915586,759,759,23:39:00,00:13:00,965360,00:52:00
2022-11-12,ORD15782,CUST085,168986,79,79,22:14:00,23:22:00,147795,23:42:00
2022-08-07,ORD15783,CUST075,504971,636,636,21:13:00,21:53:00,271604,22:32:00
2022-12-01,ORD15784,CUST050,399927,195,195,21:47:00,22:41:00,332153,23:17:00
2024-08-10,ORD15785,CUST068,144178,151,151,23:26:00,00:37:00,755796,01:10:00
2024-09-13,ORD15786,CUST060,350897,288,288,23:38:00,00:11:00,498289,00:46:00
2022-02-15,ORD15787,CUST003,268791,992,992,21:42:00,22:20:00,740803,22:50:00
2023-05-10,ORD15788,CUST042,167757,675,675,21:44:00,22:34:00,376342,23:01:00
2022-07-01,ORD15789,CUST031,762474,365,365,22:02:00,23:02:00,639369,23:40:00
2023-07-11,ORD15790,CUST082,286229,146,146,22:09:00,23:38:00,679149,00:15:00
2022-08-28,ORD15791,CUST062,404670,612,612,23:43:00,01:04:00,257344,01:41:00
2023-03-17,ORD15792,CUST085,337705,360,360,23:34:00,00:20:00,491934,00:42:00
2023-08-30,ORD15793,CUST019,563206,64,64,22:37:00,23:29:00,927199,23:56:00
2024-04-01,ORD15794,CUST044,720919,73,73,21:17:00,22:03:00,833447,22:43:00
2022-03-21,ORD15795,CUST072,709859,636,636,22:56:00,00:12:00,133960,00:47:00
2024-04-02,ORD15796,CUST004,955995,259,259,22:27:00,23:48:00,257344,00:17:00
2022-08-17,ORD15797,CUST038,333270,861,861,22:09:00,23:25:00,684492,23:51:00
2023-03-01,ORD15798,CUST030,325923,372,372,22:06:00,23:27:00,147795,00:00:00
2023-07-26,ORD15799,CUST055,245920,589,589,23:08:00,00:31:00,684492,00:57:00
2024-07-20,ORD15800,CUST036,943956,309,309,23:03:00,23:33:00,915260,00:05:00
2022-10-21,ORD15801,CUST039,218792,914,914,21:51:00,22:51:00,740803,23:26:00
2024-05-18,ORD15802,CUST024,186766,354,354,22:54:00,23:33:00,417866,00:09:00
2024-07-22,ORD15803,CUST077,997190,562,562,22:53:00,23:42:00,740803,00:15:00
2023-01-02,ORD15804,CUST009,107295,382,382,23:13:00,00:02:00,104015,00:35:00
2022-05-27,ORD15805,CUST051,599775,594,594,23:25:00,00:21:00,793668,00:41:00
2024-10-09,ORD15806,CUST049,828745,821,821,23:41:00,00:54:00,684492,01:31:00
2022-10-31,ORD15807,CUST007,551571,63,63,23:34:00,00:29:00,417866,00:50:00
2024-05-31,ORD15808,CUST071,779270,74,74,23:18:00,00:32:00,257344,01:00:00
2024-03-03,ORD15809,CUST041,261177,723,723,23:01:00,00:08:00,202921,00:47:00
2022-02-23,ORD15810,CUST010,534059,599,599,23:48:00,00:34:00,104015,01:11:00
2024-06-23,ORD15811,CUST006,393171,167,167,23:18:00,00:41:00,639369,01:02:00
2023-04-28,ORD15812,CUST093,225504,793,793,21:58:00,22:51:00,257344,23:23:00
2022-03-30,ORD15813,CUST051,282826,559,559,23:18:00,23:51:00,639369,00:29:00
2024-03-20,ORD15814,CUST061,690495,705,705,22:38:00,00:03:00,975958,00:28:00
2022-03-15,ORD15815,CUST055,350897,359,359,21:49:00,22:49:00,385905,23:29:00
2024-03-27,ORD15816,CUST036,724497,595,595,23:00:00,00:18:00,915260,00:48:00
2024-01-09,ORD15817,CUST052,981868,203,203,22:44:00,23:57:00,755796,00:18:00
2023-03-14,ORD15818,CUST027,252823,97,97,22:04:00,22:57:00,725173,23:35:00
2022-01-29,ORD15819,CUST099,780132,737,737,23:19:00,00:05:00,927199,00:32:00
2024-04-14,ORD15820,CUST015,252350,745,745,21:33:00,22:08:00,459040,22:28:00
2023-02-06,ORD15821,CUST005,619978,614,614,23:55:00,00:58:00,969104,01:22:00
2023-03-18,ORD15822,CUST081,859028,741,741,21:38:00,23:04:00,793668,23:35:00
2022-02-03,ORD15823,CUST082,318200,860,860,21:37:00,22:39:00,740803,23:02:00
2024-03-31,ORD15824,CUST018,303948,713,713,21:29:00,22:23:00,376747,22:47:00
2024-02-18,ORD15825,CUST079,263922,12,12,21:36:00,23:00:00,498289,23:28:00
2024-03-25,ORD15826,CUST031,935514,691,691,22:49:00,00:17:00,603843,00:52:00
2022-01-08,ORD15827,CUST077,935509,833,833,22:13:00,23:43:00,927199,00:15:00
2022-09-16,ORD15828,CUST008,465746,948,948,21:46:00,22:42:00,965360,23:21:00
2024-02-04,ORD15829,CUST098,212460,970,970,23:28:00,00:46:00,793668,01:06:00
2023-01-24,ORD15830,CUST053,994602,219,219,21:37:00,22:15:00,740803,22:41:00
2023-03-01,ORD15831,CUST019,400536,761,761,21:17:00,22:33:00,669128,23:06:00
2023-09-28,ORD15832,CUST011,495896,101,101,21:42:00,22:22:00,417866,23:00:00
2024-11-08,ORD15833,CUST095,636168,426,426,21:23:00,22:52:00,332153,23:25:00
2023-11-20,ORD15834,CUST010,720239,900,900,23:16:00,00:39:00,376747,01:18:00
2022-10-18,ORD15835,CUST024,437170,363,363,23:12:00,23:43:00,834169,00:22:00
2022-10-20,ORD15836,CUST079,588274,115,115,21:48:00,22:58:00,834169,23:35:00
2023-04-17,ORD15837,CUST037,266059,105,105,21:14:00,21:47:00,147795,22:16:00
2022-08-04,ORD15838,CUST091,235128,102,102,21:16:00,22:14:00,833447,22:35:00
2022-02-07,ORD15839,CUST035,235956,235,235,23:42:00,00:35:00,975958,01:06:00
2023-04-03,ORD15840,CUST044,548275,256,256,21:10:00,22:17:00,257344,22:39:00
2023-03-31,ORD15841,CUST055,788570,572,572,21:33:00,23:02:00,610841,23:22:00
2023-06-11,ORD15842,CUST064,293854,115,115,21:49:00,22:20:00,679149,22:43:00
2024-06-27,ORD15843,CUST059,852005,564,564,23:18:00,00:32:00,842083,00:54:00
2023-01-06,ORD15844,CUST016,877922,544,544,22:19:00,23:03:00,747240,23:40:00
2024-01-31,ORD15845,CUST038,144289,353,353,21:09:00,21:53:00,498289,22:25:00
2023-04-17,ORD15846,CUST021,350897,308,308,21:42:00,22:39:00,684492,22:59:00
2024-10-13,ORD15847,CUST020,475851,213,213,23:26:00,00:38:00,202921,01:15:00
2022-09-05,ORD15848,CUST042,493653,137,137,23:49:00,01:18:00,755796,01:54:00
2022-04-11,ORD15849,CUST084,310034,995,995,21:37:00,22:23:00,730082,23:01:00
2023-04-17,ORD15850,CUST061,212460,717,717,23:23:00,00:45:00,376342,01:07:00
2024-02-21,ORD15851,CUST067,401316,771,771,22:48:00,00:00:00,833447,00:21:00
2022-06-17,ORD15852,CUST085,548275,922,922,21:24:00,22:48:00,147795,23:19:00
